"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"nogodnomasters","5 March 2019","They recap the Spider-Man story and this was the universe where Emma Stone doesn't die. A super collider gathers Spider-people from multiple universes to defeat the bad guy. Miles gets bitten by a spider and get special abilities.Instead of saying quantum physics, they should be discussing string theory which would have made a better pun. Stan Lee is also in the cartoon as a store clerk. Would have made a great $300 million production, except the series with Thanos has prevented it. Cute for the kids.","
            10/10
            "
"fluffset","23 February 2019","Look man! I dont expect anything from this movie! It just so cool! So totally exceed my expectation! I just thought this is gonna be like the same old boring DC style animation straight to video! But its not! They are totally serious! They were working so hard to make this animation looks awesome and cool as ever! They just challenge DC man! Way to go Marvel! What a healthy competition!","
            10/10
            "
"Animated_Antic","18 December 2018","Spider-Man has gone through a lot in film, hasn't he? From the trilogy directed by Sam Raimi with Tobey Maguire, to Marc Webb's two Amazing Spider-Man films with Andrew Garfield, and being in the Marvel Cinematic Universe with Tom Holland. He has really been through a lot. So if you took him as well as many different incarnations of the comic book character and put them into one movie, you'd get ""Spider-Man: Into the Spider-Verse"". It may seem like a really crazy idea, but here it works. And it works phenomenally well. This is such an amazing animated movie and is also a breakthrough for new animation technologies. I haven't really seen a full length animated movie like this until now and it really is mind-blowing. This seriously is such an amazing movie.Miles Morales (Shameik Moore) is a teenager living in Brooklyn who is having a complicated life. He has been accepted into a new school despite not really wanting to go and is having a sort of difficult relationship with his parents (Luna Lauren Velez and Brian Tyree Henry). He does though bond closely to his uncle Aaron (Mahershala Ali) over his passion for graffiti. One night though, Miles is bitten by a radioactive spider and then starts to develop very strange powers. It doesn't stop there though. After seeing that Kingpin (Leiv Schreiber) has built a Super Collider in hopes to reconnect with his now deceased family, he then suddenly realizes that the portal has opened up other Spider-Men into his universe including Peter B. Parker (Jake Johnson), Spider-Woman (Hailee Steinfeld), Spider-Man Noir (Nicholas Cage), Peni Parker (Kimiko Glenn), and even an actual Spider Pig named Spider-Ham (John Mulaney). Together they must stop the Kingpin's plans of possibly destroying the world with his Super Collider and to get the other Spider-Men home before they glitch and eventually die. I would say more that happens, but I'd rather not spoil because you just need to see the film for yourself.Last year, I remember Sony Pictures Animation making their worst film to date with ""The Emoji Movie"". That film was boring, unoriginal, unfunny, painful to sit through, and clearly a product of corporate executive meddling. A year later, they have made their best film to date as it was captivating, funny, and a really thrill ride. For an animated comeback, this really is one of the best I've seen in years. It's clear the company is heading forward as a filmmaker driven studio which allows for more creator influences and ideas and less executive interferences and I'm very happy to see that. The story's main focus being on Miles getting the hang of his powers as well as the responsibility of taking on the role as Spider-Man is the highlight of the film. Seeing him growing as a character and getting through difficulties including struggling at this new school, trying to bond with his parents, and learning from the other Spider-Men characters is what makes the movie fantastic. It's what I expected to see from a superhero movie and I think it really delivered. As for the animation, it's incredible. This is probably the closest movie I've seen that looks like a comic book and it blends traditional animation and computer animation together really well. I've seen the technique dabbled with by Disney in shorts like ""Paperman"" and ""Feast"", but never have I seen a full length feature animated movie take on this style until now. Having seen it though, I can easily say I want more. This really is a game changer. The characters in this movie were the real highlight though. Although the character growth of Miles is the highlight of the movie, the other Spider-Men characters are all hilarious and stand out. Peter B. Parker and Spider-Woman are great teachers in a way to help Miles becoming who he is and Spider-Man Noir and Spider-Ham led to some of the funniest moments in the entire movie. I'm so glad they weren't in the trailers and I dare not say them here because they're so funny. This really was a fantastic animated movie, but I can say it's not flawless. For one, the dubstep like soundtrack did grate on me a bit and kind of got on my nerves. I prefer a full orchestra over dubstep any day. Also, I thought Kingpin could've been just a little bit better as a villain. I understood his motives and thought Schreiber did a fantastic job playing him, but I don't think he was quite as intimating and evil as I wanted him to be. He did come across as threatening, but he could've been just a tad bit more for me to legitimately fear. Still though, that's really it.""Spider-Man: Into the Spider-Verse"" is seriously a phenomenal animated movie with a great superhero story, fantastic and groundbreaking animation, and funny memorable characters to really hold it up. This really is such an achievement for Sony Pictures Animation and I'm so happy to see that they can really make a fantastic animated movie. I hope to see some more awesome movies like this in the future because this really did blow my mind.","
            10/10
            "
"kingsgrl2010","17 December 2018","This is one of the most ambitious movies ever created and it's one of the best animated films ever made.This movie is so vibrant, it feels like you are flipping through a comic book + the pages just leap right off. Everything in this was brilliant from the script, the colors, the casting, music and overall feel. I really love the inclusion of so many different ""spider-people"" you have Miles Morales, Peter Parker, Gwen Stacy, Spider-Man Noir, Peni Parker, and even Spider-Ham. It just made the movie even that more fun.You don't need to watch any Spider-Man movies prior to seeing this, but if you have (or read the comics) it is loaded with cameo's and easter eggs. While this movie can look flashy and have a whole lot pumped into it, this is simply Miles' story, his journey, and a joy to watch.... Stan Lee also has the perfect send-off cameo (that I may have shed a tear at).oh, and also stay to the end of the credits for this one.
it's pretty great.","
            10/10
            "
"ethan-33027","22 December 2018","It's amazing!! Go watch it now!Honestly, it's one of the best movies I have watched this year. It has one of the best animated movies I've ever seen. It's just this good. It has great character, a simple but very compelling and interesting story and it's just a really good time. Miles was great. I loved his insecurities. It's a weird thing to say but the character feels very relatable and real. You feel his struggles and the pressure that he has to face in his life, with his parents, him releasing that his uncle is working for KingPin, living up to Peter Parker and Gwen and all the other spider people's expectations. You real feel for him. As for Peter Parker, I didn't like that they killed off Peter Parker from this universe at the start of the movie and then another version of Peter just comes up immediately after that. It kinda ruins the death and sadness a little. I would have liked it more if they had a couple more scene or maybe a one day jump before introducing the new spider man. But that's just me. After the Peter J. Parker, was introduced everything just kicked in from there. The whole sequence with Peter and Miles breaking in and out of that lab was wonderfully entertaining and Gwen's entrance couldn't be better. The other spider people introduced later were less useful aside from looking cool and having some memorable moments.Have I talked about the animation yet? it's freaking amazing and watching this actually inspired me to work on some of my art projects that I have been putting off. From the details of the sky scrapers to the reflections and the whole climatic battle scene at the end is just beautifully done and just really really good and satisfying to look at.Overall, the plot, the characters, the animation and the Stan Lee (oh, yes that was good too. Rest in peace Stan Lee, the line he delivered was also really funny and emotional as well) were just spectacular and amazing (see what I did there) and I definitely recommend this movie, even if you're not a Spiderman fan, watch it please. We need a sequel to for this movie. My hope on Sony has been restored.","
            10/10
            "
"Dogtagz","19 December 2018","Arguably the best Spider-Man movie ever released, in any format. Yes, it's that good!","
            10/10
            "
"cristinharrell","22 December 2018","I love the animation they put in it, and it's also hilarious","
            10/10
            "
"cinemawithcj","6 December 2018","Spider-Man: Into The Spider-Verse makes you aware pretty early on you're in for something special. The curious project long in development unsure of where it sits in Spider-Man canon makes it known that it is the Spider-Man canon.It's a love letter to every single piece of Spider-Man you know and love and even the stuff you might not. The movies, the cartoons, the comics, the character, the icon. If you want a definitive Spider-Man, I think you're looking at it.Into The Spider-Verse oozes so much style from it you can't help but be sucked into its universe. The animation is slick and gorgeous and perfectly on form here, translating Spider-Man to the big screen like you've never seen before. It's beautiful and it's technically impressive, playing with all sorts of styles (helped by the diverse supporting characters) but never losing sight of its spirit.There's never been a more true comic adaptation. Watchmen is so far back in the mind alongside every other comic book movie here, Spider-Verse uses so many techniques in it you just feel everything you expect Spider-Man to actually be. It's like if Deadpool had those yellow boxes, or if Fantastic Four had a good movie.You feel so much love for Spider-Man in the making of this film, full of everything for the hardcore fan to the most casual movie-goer. Whatever your working knowledge of Spider-Man, you're going to be impressed.The actual story and characters haven't even been touched in this review so far and that's because Into The Spider-Verse gets the groundwork just so right of course everything falls into place. It subverts expectations, it gives you the exact payoffs you want, it has such smart humour and touching emotion. It's everything great about every Spider-Man piece of fiction and almost none of the flaws.Into The Spider-Verse surpasses even the likes of Spider-Man 2 here. It's not hammy (beyond Spider-Ham), it's not cheesy, it's not full of bad CG, it's not got soap-Opera antics that don't land, it's not set outside New York, it's none of those things.Spider-Man is reinvented alongside all the references of his reinvention. It gives us an origin story that doesn't suck, because it knows you know all of that. Several times over. It knows how smart the audience is. It knows we know the stories. The beats. So instead it gives us a show. It gives everything slightly different to what you know and expect, but leaves you happy with how familiar things are.The entire cast and crew have truly made something special. The writing, the directing, the animating, the acting, the soundtrack, everything. It shows the work that has gone into it. It stands apart from most of the other animated movies of recent years. It makes yet another good case for animation needing more of that mainstream blockbuster highlight. This is better than pretty much most of the superhero movies that have been made to date.Life has been breathed into Spider-Man yet again. And it's not necessarily gone bigger and better. It's human. It's funny. It's down to earth. It takes us on the journey Miles Morales is being taken on. Things get weird. Things get fun. An all star voice cast's praises can't be sung more. None of the people involved can't be celebrated more.There's great power given when you get the reins of Spider-Man. And with it comes great responsibility. Or however the saying goes. I'm just glad that I'm in the Spider-Verse were it all goes perfectly with this movie.","
            10/10
            "
"bhuyanhassanul","14 December 2018","You have to admit it that it is one of the best superhero movie ever made or maybe the best.You feel for the characters.Animation is spot on.Maybe it borrows from previous films that we all are familiar with.The movie might have many spiderman but Miles Morales is the hero here.You see and feel the charcater's evolution just like the live action film.The movie has its heart in right place and could well make you emotional.Just watch it.","
            9/10
            "
"huskap","14 December 2018","This film is way better than all spiderman films upto date...the comic look given and everything about the movie was spectacular...recommend it strongly favourite movie of 2018","
            10/10
            "
"jg_1977","17 December 2018","Wow. That's the only word that I was able to articulate after being blown away by Spider-Verse. Normally I write my reviews as soon after seeing the movie as possible, however this time, I needed to give myself a few days to make sure I wasn't just riding the high that the movie leaves you on, and that it actually was as well-made as I thought. A few days later and my thoughts haven't changed. Spider-Man: Into the Spider-Verse is not only the best animated movie of the year, it's also the best superhero movie of the year (and this is coming from someone who loved both Black Panther and Infinity War), and simply one of the best movies of the year period (not to mention the best Spider Man movie of all time). This film succeeds in every conceivable way: it's got well-written, compelling characters that are brought to life by superlative acting; the visuals are stunning and create the most immersive theater experience of the year; the action is thrilling and never gets repetitive; the story manages to be both completely groundbreaking while also paying homage to the Spider Man story we know and love; and best of all, the comedy is absolutely spot on, every single joke lands without feeling cheap or getting old. As good as this movie is across the board, I suspect it all stemmed from an impressively written screenplay. Not surprisingly, Phil Lord (and an uncredited Chris Miller), truly understands what people enjoy and relate to in the Spider Man story and brings that to the screen beautifully. What's accessible about the character of Spider Man is that he (or she) is just a normal kid who gets these extraordinary powers and learns to become a superhero. As great a character as Iron Man is, it's pretty hard for a child to relate to the hard-drinking billionaire who happens to fight crime. Spider Man is relatable because he is a superhero every person can see themselves becoming in those circumstances. And that is the thesis of this film. Anyone can be Spider Man. The introduction of the Spider-Verse actually serves this message and enhances the story, which is what made the movie so enjoyable. At no point did the multi-verse concept feel like a device for selling toys (ahem... Porgs), but instead was a natural way to set up Miles Morales. There are only two things I could think of that could get criticized in Spider-Verse, the first is its inaccessibility to people who don't like Spider Man or superheroes, and the second is its visual style might not work for everyone. To address the first issue, I suspect there will be people who think this movie is only entertaining for people who already enjoy Spider Man properties, but I strongly disagree. Taking the Spider Man aspect out of this film, there's still a lot of great storytelling at work. Within this movie is a coming of age story about a black-hispanic kid trying to fit into his almost all-white high school, a story about a father trying to relate to his son, a story about a man who has given up on life who needs someone younger and more hopeful to show him the way, and a damn good science fiction story about a multi-verse. All of these narratives work without the superhero aspect, and I think make this film completely accessible to someone who has never seen a Spider Man movie before. The second issue about the visual style I understand a bit more, as initially the visuals didn't work for me. The style is shaky and imperfect and I felt like I was watching a 3-D movie without glasses. However, I realized they meant for the look to be imperfect and rough around the edges, just like worn out comic book come to life. I think part of the problem is that in recent years, with Pixar and Illumination movies, animation has gotten so refined and smooth, that is was at first off putting to see something break out of that mold. But after about 30 minutes, my eyes adjusted and I was able to get absorbed into the world they created. In summary, Spider-Verse is a mesmerizing movie that is firing on all cylinders and absolutely succeeds. It's funny, smart, heartfelt, with a message that makes me feel as hopeful and optimistic as I did when I was a kid seeing Toby Maguire become Spider Man for the first time. If you love Spider Man, you will 100% eat this movie up, and if you don't already love the wall-crawling hero, you will by the end of Spider-Man: Into the Spider-Verse. Go see this movie!","
            10/10
            "
"alcantaraj-16594","23 February 2019","First, this movie is fantastic! I would dare say that ""Spider-Man: Into the Spider-Verse"" is perfect. There were no dull moments whatsoever.Second, the animation is breathtakingly gorgeous.Third, the twists, story, characters and direction were all flawless.Lastly, this movie is better than ""Incredibles 2"" and ""Ralph Breaks the Internet"" which is why it would be a crime against filmmaking if it loses to either one of those two for the Academy Awards' Best Animated Feature!EDIT: (FEB 25, 2019)IT DESERVEDLY WON!","
            10/10
            "
"trevrex","21 December 2018","Easily one of the best Spider-Man, and superhero, movies that I've ever seen.","
            10/10
            "
"paul-allaer","24 December 2018","""Spider-Man Into the Spider-Verse"" (2018 release; 117 min.) is the latest version of the Peter Parker /Spiderman story. After a clever opening montage with the Columbia/Sony/Marvel logos, Spiderman introduces himself to the audience: ""There is only one Spiderman, and I'm it!"". We then get to know Miles Morales, a teenager who admires Spiderman, and does not like attending school at the elite Brooklyn Visions Academy. His dad is a cop at the NYPD, and does not care much for Spiderman. One day Miles visits his freewheeling uncle, and while Miles is working on mural art, he is bitten by a spider. He wakes up the next day having grown taller overnight, and with a lower voice, and with strange powers. Could there be more than one Spiderman? At this point we're a good 10 min. into the movie, but to tell you more of the plot would spoil your viewing experience, you'll just have to see for yourself how it all plays out.Couple of comments: when a movie requires not one, not two, but three directors, it typically is a very bad sign, but in this case it turns out to be the exact opposite. Among the never-ending stream of comic book heroes live action fare, often with dubious quality (this week's Aquaman looks particularly bad), here comes a computer-animated film that has been freed from live-action shackles, and as a result is the freshest offering in the comic book superhero movies in a long time. The animation is dazzling, the characters are in-depth, the story line is complex and engaging. When I saw the movie's end credits, I saw all these big names for the voices (Nicolas Cage, Hailee Steinfeld, Lily Tomlin, Zoe Kravitz, Liev Schreiber, etc.). Truth be told, I hadn't recognized a single of them as the movie was playing. Look out for a cameo appearance from Stan Lee himself (sadly he passed away just weeks before this movie came out). Bottom line: ""Spider-Man: Into the Spider=Verse"" shows the way how, for me, comic books should get the big screen treatment. Can't wait for the sequel and apparent spin-offs (yes, plural!).""Spider-man: Into the Spider-Verse"" was released wide on December 14, with tremendous positive buzz and critical acclaim. The Sunday early evening screening where I saw this at here in Cincinnati was attended very nicely, with lots of families and kids ""from age 7 to 77"". If you are curious whether the film is as good as people say it is, I readily suggest you check it out, be it in theaters (for maximum visual impact), on VOD, or eventually on DVD/Blu-ray, and draw your own conclusion.","
            9/10
            "
"torrerossano","14 December 2018","So, I hesitate to say that this is the best movie I have ever seen, for several reasons, but I want people to take this review seriously, so I will just say it is every bit as good as any movie I have ever seen.I had high expectations for this movie, I love animated movies, I LOVE Spider-Man, and Jake Johnson is fantastic, and yet this movie still blew me away. The best thing I can say about this movie is that I had a smile on my face from start to finish. It was moving, relatable, funny, and the animation style may completely change the game for the entire genre.Add in the top-notch voice acting (Chris Pine, AWESOME). I loved it, I really did. I hope you will too.","
            4/10
            "
"javier_garcon-47-656552","24 December 2018","You must watch this in 3D and in no other format if not you will miss key igediants of art that you miss on a 2D screen. Absolutly amazing art! I was in awe and I wished every 5 min they would pause the movie so I can relish the artistry! This is the way you make a anime movie in 16k! Of course movie theaters can only do 2k and amc has thier digital 4k theater across the country. Eventually theaters will evolve into 8k and life will change. This is a must see but a warning for those with epelypsie syndrome this action adventure can produce flashes and fast moving dizziness so be prepared when you watch this amazing movie.","
            7/10
            "
"fuzzdandy-online","19 December 2018","Best animation movie to date. Simple as that! Unbelievable style, originality & a good story to boot. Blown away by it.","
            10/10
            "
"coasterdude44","24 December 2018","This was an amazing thrilling adventure and definitely the best Spider-Man movie up there with Spider-Man 2 and Homecoming. The movie just seemed to do everything right for me and I can't think of any flaws or really anything I have wrong with it, it's practically a flawless Spider-Man movie and the best comic book film of the year alongside Infinity War and also the best animated movie of the year and one of the best of the decade.All the characters were very refreshing and a much needed change from previous comic book films and the humour and storytelling in it was just so fresh and entertaining. It was fun, creative, original and also very funny. I thought it was groundbreaking and is my favourite film of the year","
            6/10
            "
"aodhanmulholland14","6 December 2018","What a beautiful film for Spiderman. Animation was incredible. Character depth was fantastic. Such a great story which had me glued to the screen from first minute to last. One of the funniest movies I've seen in the whole of 2018. Sony have had some misses the past few years but this movie is certainly a hit!","
            10/10
            "
"Eclectic-Boogaloo","12 February 2020","I wasn't able to make it through the first hour of this movie. First of all - it's a beautiful looking film, one of the best looking animated films I've ever seen. And I also liked most of Lord & Miller's quips. It's pretty funny.My first problem was that the movie's opening 45 minutes were a cringey diversity checklist (and this is coming from a minority). At least make the introduction of all the characters organic for god's sake. Spider Gwen's intro was one of the most obvious in the history of comic book movies.Another even larger problem was that the constant interjection of jokes and quips undermined every single bit of drama that there was to be had. I like jokes just as much as the next person but once in a while just let the drama build. Is that too hard? There doesn't have to be a joke every single minute. This was like a Marvel movie on steroids in the absolute worst way. Very disappointing.","
            10/10
            "
"donaldricco","2 September 2019","Lots of positives in this - attention to detail, the six (well, 5 for me) alternate Spideys, and the quality of the animation! Loved Spider-Gwen and Spider-Ham! And I really liked how Spider-Man Noir looked! Super cool! (plus, it was amazing that Nicolas Cage didn't ruin it! I guess NOT seeing him makes him betterish!) I liked the name Peni Parker, but I don't like anime at all, so I could have done without her completely.
Negatives - fight scenes were boringly too long! WAAAAAY too long! And everything having to do with the machine thing was boring, lame, stupid, confusing, etc. Yes, it got all those Spideys ""here"", but it was a terrible plot point. And the fight at the end with the machine? It's length and pointlessness almost made me shut off the disc. Seriously, how long was it? 20 minutes? So, so bad.But if/when I re-watch this, I'll fast-forward those scenes, and probably have a 4, 4 1/2 star watch! And a much more compact movie!","
            10/10
            "
"pokoes","19 December 2018","As a huge fan of Spider-Man I went into this movie with high expectations and still got blown out of the water. Could be my favorite movie of all time. The colors, the script, and the perfect voice acting made this a movie I will never forget. Go see this movie.","
            9/10
            "
"Artylo","28 August 2019","To preface this review, one ought to know that review will not be from the perspective of an avid superhero aficionado but rather from a viewpoint of one with little to no exposure when it comes to the Spider-Man comic books, graphic novels or anything besides the Sam Raimi film trilogy and the 1994 animated series for that matter. As such, there won't really be any discussion as to the quality of adaptation when it comes to characters and how they relate to existing plot lines as compared to those of the film; however, to compensate, that would contribute to a more objective viewing of the picture on its own merits. Also of note, the film was viewed in 2D through the digital home release and not the 3D version in theatres.Of course, there is no denying that Spider-Man: Into the Spider-Verse is one of the most aesthetically impressive animated features of quite some time. Everything from the models, to the lighting, to the shading is made with immense artistry and lends itself nicely to the diegesis of what an animated comic book would look like if one were to exist inside it. While the animation itself has its flaws in terms in terms of consistency, there was a noticeable and considerable effort put into the use of shaders in effects such as chromatic aberration, the simulation of halftone patterns in the flares of lighting and hatching instead of flat colour shading; while the animation makes use of some classical techniques, such as squashing and stretching movement, shifting between 3D and 2D through rotoscoping, and motion smearing. One could point to the visual fidelity of the film as its strongest asset - and it most definitely is; however, one could easily gloss over some of the inconsistencies, owing themselves to the bewildering amount of framerates at play in some of the scenes. The production company behind the animation process cites a variation from 24 to 14 frames per second, which some have attributed as a stylistic choice to represent a form of character development throughout the plot as movement becomes less bold and more fluid along the hero's journey. However, on first viewing, the initial minutes of the film's runtime were quite the eyesore, requiring some adjustment before being able to completely immerse oneself in the experience. Human vision still processes images individually at around the 10 to 12 mark and even if these 14 frames of animation are done ""on twos"", it feels like a slideshow most of the time. What especially makes this jarring is that two characters can be animated using two different framerates in the same scene, which would usually be a massive red flag.One other contentious aspect of the film is its music. The influence of the east coast hip-hop culture is written into the DNA of the protagonist and the film's setting, and the soundtrack reflects that by making liberal use of licensed music, featuring heavy breakbeats with an electronic flair. Daniel Pemberton's score is a more classical offering, mixing orchestral and synthesized sounds to elevate moments of humor or tragedy, but taking influence from 70's funk, as well as more eastern or ragtime infused bits from different styles of animation. The main failing of the soundtrack is the use of the aforementioned licensed tracks, as they usually play over dialogue. These tracks, coming from a style of music which values quick and high tempo vocals doesn't match with the slower more narrative pace of the underlying dialogue and ends up overpowering it, making the dialogue hard to hear. The instrumental score makes great use of leitmotifs and gives every character their own theme with about 2-3 variations, which usually get played with good timing in moments of distress, surprise or in the many comedic points throughout the film, and it usually made more of an impression than the licensed tracks that just seemingly bound the main character to a stereotype more than anything.The main weak point of the film is perhaps its plot development. To be brief, the film has too many characters to sufficiently develop any of them into anything more than a single archetype with slight variations. Even in the script (now available publicly), once can notice the emphasis on allusions to pop culture tropes and internet memes as a nod to veteran fans of the series, rather than an attempt to establish something more meaningful. In its defense, it does make strides on being free of the now clichéd origin story of Spider-Man, however it also makes a point to repeat it three more times than usual, rendering the whole effort of being brief and self-aware pointless, as it would have taken up about the same runtime as just going through with it in its entirety in the first place.The events of the film take place in two days in their entirety, including massive character-defining shifts in confidence, ability and skill as well as long term relationships forming over a mere few hours. In the end this makes any growth from any character appear as if they embody a Marry Sue/Larry Stu archetype, who develops whatever the plot requires to progress almost instantly. Tragedies take place, which feel like obvious tear-jerker moments for characters we've merely known for a whole 10 minutes, seemingly requiring at least some familiarity of the source material or a long term devotion to the series as a fan to grasp the severity of their plight. Alongside that, characters appear in and out of places at the plot's convenience, ruining any idea of continuity, especially near the end. Even so, the relationships between the characters only have an effect in the aftermath of the main conflict, uninfluenced by everything that has happened, as if these paradigm shifts in their personal lives were going to happen regardless of their presence in the events of the film. No one ever really grows in Spider-Man: Into the Spider-Verse; the closest thing being an equivalent to a B-plot of a parent drifting away from their child, which ultimately gets played for laughs.The screenplay follows The Hero's journey to the last letter, only differing in the many references it makes to other properties of the Spider-Man franchise, which show up sporadically throughout the events of the film. Even the idea of the ""Mentor"" is present, but effectively thrown out of the window, since the trials and failures, the growth of new skills and the death and rebirth of the main protagonist happen in one single scene, skipping an entire essential quarter of the journey.Everything in the plot moves with such haste that it has no time to go anywhere. By the halfway point of the film's runtime it is still tying up the loose ends of its inciting incident. As said before, it has too many characters that get introduced too quickly and in bulk. Drama is experienced and is immediately forgotten, since there is no time to dwell upon it. Motives are not questioned and are washed away.Spider-Man: Into the Spider-Verse is a shining display of the skills of the talented artists and animators who worked on it, but they are used on a film with little to no direction, except for repeating the same clichés it aims to subvert in a franchise that is already becoming oversaturated by its own offerings in an attempt to reinvent itself for a modern audience, relying purely on fan-service and relatable pop culture references. It boasts a colourful cast of characters which it spends little to no time developing due to the haste with which the plot moves in an incredibly small timeframe of events. Ultimately, an experience that is pleasing to the eye with its skillful execution, but vapid in substance due to poor screenwriting choices. Nothing more than another origin story.","
            5/10
            "
"rockingruby","13 December 2018","Incredible groundbreaking animation, terrific world building and great character development. Into the spider - verse is a must see.","
            10/10
            "
"adamjdavis-91950","23 December 2018","Everything about this is just spectacular.brilliant story,dialog,graphics and the style they are presented to you are comic book perfect.
laugh out loud funny and touching serious side,so was beautiful balanced.
This,Avengers and Aquaman are the best three blockbusters of the year.","
            8/10
            "
"rjchuk","6 December 2018","Exactly the comics on the big screen paying homage to all that came before and the creators of a amazing character.
Easily the best Spiderman film ever made.","
            9/10
            "
"legonerdy","24 December 2018","I have to admit that I only went to see this movie because I'm a good big brother. That said, I was proved WRONG. The art style was incredible, but I could tell that from the trailers. What had me wondering was the batsh** crazy plot conflict.
I will readily admit that comic books are often a bit sillier than most forms of entertainment, but Into the Spider-Verse actually managed to sell it. The comedy was genuine, the soundtrack was amazing, the character designs were on point, and the whole thing came together in an amazing way.","
            1/10
            "
"Russoguru","9 December 2019","The first time I saw Into the Spiderverse... no kidding, I walked out. I freaking hated it. I didn't care for Miles Morales and his stupid uninteresting family dynamic BS between him and his felonious uncle, I didn't care for the ugly, choppy looking animation, nor did I like the stupid, overly cartoony ridiculously goofy tone. I don't care that this movie has all the spidermen in it, by the time all these other guys start showing up... it's too little... WAY too late.I watched it again recently and sigh... I still hated it. Seriously, I freaking despised this movie. Why people love this movie is beyond me... and yet... it won the OSCAR for best animated feature!!!! Slow year for animated films maybe?Well, maybe, or MAYBE I'm just missing something. I just find absolutely nothing of redeeming value whatsoever in Into the Spiderverse. You've got to also bear in mind I LOVE the MCU Spiderman. I think Spiderman Homecoming and Spiderman Far From Home are really good movies. It's just very difficult for me to take this movie seriously when it's so overwhelmingly goofy. I think that's my problem.And yet... kids and adults alike SOMEHOW like this movie! So maybe I am missing something, and maybe I should concede that this just isn't a movie for me. I didn't like it at all, but hey I guess chances are you and your kids will.","
            10/10
            "
"hobgoblinlol","2 May 2019","Didn't really care for the film when it was first announced mostly because of the odd looking animation and the character Miles Morales, who I'm not a fan of, in this case screamed ""Look! black Spider-Man gets his own movie now!"" all over. But after the overwhelming praise this film got, it's every detail from animation to story-telling receiving colossal praise, I had to see it.With all the hype, I thought I was gonna watch a masterpiece that would blow me away and boy, was I wrong. The only thing I enjoyed about this film were some dialogues from classic Spider-Man and noir, Miles felt extremely generic, another story of how someone who isn't talented or capable at first BUT gets better because he ""believes in himself."" of course. The villains in this are just so bad. We have one villain for a simple emotional twist, throw away villains like the FEMALE Doc Ock, Tombstone and Scorpion. And Kingpin another attempt with the overused ""sympathetic villain"" trope who's design is absolutely horrendous, it literally looks like his head is attached to his chest, they could have at least given him his classic white suit which they of course didn't. The plot is extremely generic and predictable, it has some decent moments but overall nothing memorable. Don't get me started on the god awful soundtrack.My main problem with this film is the PC, SJW, diversity angle. It's just extremely conspicuous how there's such a HUGE amount of colored people even at a prestigious school that according to liberals are filled with the white privileged elite, it's just so ironic at this point. Even the villains. Either my standards are too high or everyone else's have lowered drastically. I love being proven wrong, I had low expectations when seeing Logan and John Wick 2 and I ended up loving those films. Either this movie is for a certain demographic of specific age or I'm one of the few insane people that think it's extremely overrated. Spider-Man 3 was at least entertaining, this is above everything is just boring.","
            10/10
            "
"setsedrakyan","14 December 2018","Being one of the greater animated pieces created so far Sony managed to give fans everything they would ever expect to see in a spider-man story. Great storyline, enormous amount of easter eggs and references, outstanding animation and one of the greatest post credit scenes ever to be seen. Overall, this is a piece every selfrespecting marvel fan in general and spider-man fan in particular should watch.","
            7/10
            "
"ariqakbar","18 December 2018","Everyone was talking about the animation and I don't really have enough knowledge about that. But here's the things i can tell you about.Great visual even though I kinda got a little bit dizzy sometimes because the color and the speed of this movie but for me who doesn't know much about animation technical stuff, i still can tell this movie was dope.I love the story. The culture that this movie bring, the little twist that they give, the emotion. It's been a while since we got a movie like this with strong story. The music was good. It's genius, this movie have a lot of little details that make it great.","
            10/10
            "
