"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"paullevantis","16 May 2020","It's a struggle to really find the effective words to describe what my eyes just witnessed... I'm honestly still recovering. The only thing I can really say is that 8.6 out of 10 seems slightly high.This is the first Hayao Miyazaki film that I have seen as you can probably tell. It seemed to be a fictional journey through one's imagination. The only thing I can accurately analyse or rate is the soundtrack, which was very good.","
            10/10
            "
"KellyRikDixon","1 January 2005","Chihiro and her parents are driving to their new house. She's upset to leave her old friends and school. When her father gets them lost in the woods, they stumble across what appears to be an abandoned amusement park. Chihiro wanders off and is sucked into a bath-house in a new world, a world of spirits. Chihiro is guided by Haku, henchman of the witch who controls the bath-house. The two of them work hard together to help Chihiro escape and rescue her parents. The youngster proves herself to be as independent as any spirit and fights through many distractions and inconveniences to return to her own world. Even though she's scared and upset, she makes some close friends among the eccentric characters she meets.I've loved Miyazaki's work as long as I have known it but nothing compares to the experience of Spirited Away. I had not heard of the movie and had seen no trailers, so the unexpected animation was almost perfect. The characters were quite unique and no sane viewer would refuse the offer to follow the child in her enchanting adventure.For years, I've always thought that one of the most important factors of a good movie is the way the title is presented at the beginning and there is no better example to prove my point than in this film. The music is completely overwhelming, especially the attractive sequence displayed at the beginning and repeated throughout.There is very little criticism available, only that it's possible that the unique imagination of Hayou Miyazaki is not appreciated to the extent it should be by the viewers.I've read other reviews and think it's unfair to compare the work with Disney's as the last thing I would call this feature is a 'children's' movie. The two styles are aiming at different audiences and both succeed.","
            10/10
            "
"killbillroxxorz","24 May 2005","Was on the old Atari forums one day and searching through the movie section of the forum and I saw a thread on a Spirited Away movie. I have always been a big fan on Anime; I like Cowboy Bebop, Bubblegum Crisis, Neon Genesis and Kenshin. So when I continued reading it got great feedback from my friends on there. So once it came out on DVD I rented it and I must say, one of the best animation movies I've ever seen. The passion in the movie is extravagant, the animation is beautiful and the voice acting is astonishing.The story is about a little girl named Chihiro and her family, they are moving to a brand new house. On there way to there house there dim-witted father takes a short cut which leads them to what seems to be a abandoned old style Japanese amusement park where traveling through they find some food. Even though Chihiro's objection the Parents stuff there faces, which strangely enough turns them into pigs. Things get worst, she loses her way she came back and there are ghost like spirits around her. Her only way to get her parents back is help out by a boy naked Haku. She must meet the main boss of the Bath House, Yubaba, to retrieve them back. She must work for her food and to fight to get her parents back. Along with getting her name back! The evil Yubaba changes it to Sin. On the way she meets a text book of characters featuring my favorite, No Face.The animation in this film is stunning, vibrant colors, stunning backdrops and character design are great! The voice work is done perfectly, bringing across the emotion that is written in this script. Famous anime director Hayao Miyazaki who won an Oscar for this masterpiece has done well and should be proud of his years of work. Which include movies like Princess Mononoke etc.I suggest if you want to see a powerful, moving and up lifting movie that make you forget its an animation film, watch this film ASAP!","
            10/10
            "
"kvala_530","19 April 2004","A wonderful, wonderful movie! You don't often see movies that fill you with warmth and happiness. This is one of them though. I had not too high (but not low) expectations of an animated Japanese movie, but I was soon charmed by the brave little girl Chihiro and fascinated and swept away by her adventures. The characters are complex and there are mysteries that don't get explained in the movie, which is nice for a change. In most children's movies we get to see these days, every thing is laid out bite-sized, and nothing is left unexplained. Spirited away is much more daring in that respect. And with right: children do not need to see everything explained, they can enjoy a story just as much if it is mysterious.I give this movie a 10 because it managed to transport me to a fairy tale world and bring me back happy and content. I still think of it at times, even though it was a while back I saw it.","
            10/10
            "
"brandon_lee420","13 March 2008","i love this movie its awesome i gave it ten stars cause i like animations a lot. this the best animation i am not saying it for nothing it is Hayao Miyazaki is the best animation director in the whole world.this movie should be seen by adults and children cause its really heart warming movie. Its is about love not my favorite type. but with this movie i just can't describe it.the cgi is cool and the dubbing is good as well.you wont see anything any better animation than this movie. you would watch it over and over again. i just loved it. ten stars ********** 10","
            10/10
            "
"n-31048-46108","5 April 2020","The director wants to tell the audience the girl's adventure, but in fact, from a deep perspective, is about the alienation of people in modern society. The choice that each person has to make is different, the result is different.","
            9/10
            "
"persian-belle","18 July 2020","My 8 year old daughter wanted to give it a shot, and found it to be ok, and maybe a little disturbing.However it looks like this film is loaded with symbolism and meaning.In my opinion there are two main reasons why many children and adults in the West do not appreciate this film: age and culture.I am personally nor familiar with the Japanese culture and symbolism. If I were, as an adult i may have been able to better understand it.However, at least for a child alien to Japanese culture, it's merely an animated story, and not a very entertaining one at that either.","
            6/10
            "
"Kirpianuscus","20 June 2017","or different. or great. or, just, masterpiece. but not only for the artistic virtues or for an inspired story. but for magic. for the splendid manner to preserve and show the essence of childhood. for the delicate exploration of myths and for touching images. for the words behind the words and for the rare beauty of scenes descending from yours memories from early ages. because it is a film for who special is one of words who suggest something who must be feel not described. see it ! again. and again.","
            10/10
            "
"0rganism","18 January 2004","Some movies you just have to see to believe.  Spirited Away is one of them. Now I'm something of an anime/manga fan, but my wife is definitely not, and she LOVED this movie.  My young son also has become something of a Miyazaki fan, thanks to the DVDs of his movies.  (We now give a rousing ""Studio Ghibli"" cheer at the beginning of this and other Miyazaki films.)My wife and I saw Spirited Away in a theatre, and unlike some japanimation I've seen, this does belong on a large screen.  However, it might be too intense for younger viewers.  It translates quite well to DVD, so no complaints there, but the amazing color pallete and generally high artistic quality deserve a vivid presentation.I've heard and read complaints that some of the themes were too culturally-specific, that it would be impossible for an American unversed in Japanese mythology to understand the film.  Well, that suits me just fine; I rather like the sense of strangeness that comes with not quite knowing how all the themes tie together.  Perhaps it helped me identify with the main character, Chihiro, who as a young girl used to a technological society certainly isn't in a position to know the details of bathhouses for spirits.I really enjoyed the notion that if one goes just a little off the beaten track of modern Japan, one finds beautifully anachronistic spirit worlds. Fortunately, we didn't have to go too far afield to find Miyazaki's beautiful flight of fancy.  This film succeeds as a morality play on the pitfalls of carelessness and greed, as a comment on the persistence of deep cultural roots despite technological homogenization, and as an inspirational fairy tale of a girl who has to accept her extremely peculiar lot for the sake of her family.Impressive. 9/10.","
            8/10
            "
"bigben5","8 September 2002","* YES, IT DOES CONTAIN A FEW SPOILERSSpirited Away is a story about Chihiro, a smart young girl who - thanks to her parents stupidity -  end up getting lost in a sacred forbidden city where spirits come to bath and relax. But you already knew that before reading.I can tell you up front that the story is pretty much a copycat version of Alice in Wonderland, only with a much darker plot. For example, in the preview you don't get to see Chhiro's parents mutating into pigs after eating the forbidden food there. Nor is the fact mentioned that the guy who turns into a dragon does so because he sold his life to witchcraft. Or is even mentioned that part of the scary old women's pets is three decapitated heads rolling and jumping around. So think twice, about it if you want to bring kids to this movie ( then again Disney probably cut all that out, or adlibed it differently to change the story). My little cousin, from what I hear ran out of the theatre scared as hell... but then went back in later on because he was curious to see how it would end.
So how about good points?. Well, I can tell you that the animation is superb. I mean really good. It's a mileu - where you get to wonder in awe of the scenery , rather than concentrate on the story. The music is also very well orchestrated, giving a great overall feel to the movie.
Now the bad points. The plot stinks. I mean it, there are literally so many holes and details that if you're not paying attention to the whole thing, you'll get confused very soon. The question, as to whether or not Chirhio is able save her parents is pretty obvious and as to why you would care is another question that never gets answered. Overall, after seeing the movie you'll feel it's pretty pointless.  Oh yes, and they also dubbed it - another bad thing. I can tell by watching the preview that the dialogue has changed. I watched the chinese version - and there is a difference. So , should things not make sense , just blame the translators.So what's my judgement?  YES - go and see it. The movie, I think is worth seeing at least once, especially on the big screen, and no more afterwards.","
            10/10
            "
"Quinoa1984","27 September 2002","Spirited Away, the latest film from writer/director Hayao Miyazaki (a genius to Disney animators, such as to Toy Story director Lasseter who executive produced the film for the US), is a wonderful family film, that works on numerous levels for kids, not the least being the creative storyline, and for older kids and adults there are lavish backdrops and characters right out of, well, an anime movie. The storyline, by the way, follows a girl and how she finds herself in a fantasy world where her parents have been transformed into pigs and spirits and other strange creatures prowl the landscape, and she has to everything she can to stay human and get a way back home, thought she'll need help along the way. A bit at times reminiscent of a Wizard of Oz or Alice In Wonderland in Japanese anime fashion (perhaps building just on the fantasy elements as Miyazaki usually does) doesn't disappoint for a moment as a marvel of imagination. Even those strident fans of maturer (err extra violent) anime pictures will want to look, maybe more than once. Works on many levels and I recommend it of course, if maybe a mild mark under Miyazaki's best work Princess Mononoke. Grade: A (or 9.5/10)","
            9/10
            "
"gheremond","18 August 2015","If you know an animated film that is truly superior to Spirited Away, please please let me know asap for I cannot think of anything that can even remotely compete with this incredible gem from Studio Ghibli and the great Hayao Miyazaki (and I've watched all the usual suspects). Not only does it represent the very best in animated storytelling available, it also puts most live action features to shame! Miyazaki has delivered some amazing movies in the past (like Laputa, Naussica and Princess Mononoke), but this time around his story and execution are so brilliant that Spirited Away soars in stratospheric altitudes. By the time Chihiro and friends embark that train during the third act, under Hisaishi's haunting score, you are certain you are witnessing a monumental epic.","
            10/10
            "
"dbborroughs","26 February 2004","This is the rare bird thats better in English. I had picked up an import copy of this film prior to the English Disney release and was stunned at how much I didn't like it. Thinking I was mad after all the hype I watched the film seven times in the next seven days and was underwhelmed each time. When the John Lasseter supervised dub was finally released to theaters I went more to show support than out of desire to see the film again. Seeing the film in English was a revelation. Even for some one who has watched thousands of anime in Japanese I had to admit that the tiny little touches that were added made the film better and more understandable on an emotional level. This is a great film for everyone, but if English is your first language see it in English its so much better.","
            10/10
            "
"Serva","12 February 2004","Many of the negative comments so far have already said what I want to say. That is, sure, the animation and the backgrounds are wonderful. But that almost makes the film even worse, it feels like a lost chance at making a very good film with both great animation *and* a good script. I found this film severely lacking in that last department. I can not understand why it is ranked so high on the top 250 (at the time of writing this around spot 40). None of the characters' actions seem motivated and they are very badly developed. It seems like the person responsible for the ""story"" here just throw a lot of 'cute' and weird characters in and made the whole thing an obvious reference to Alice in Wonderland and thought the rest would solve itself. It didn't. The end result is that you just don't care. The pace is very slow. A lot of things may happen but the film doesn't draw you in. I think that many of the problems with the film ""Princess Mononoke"" was repeated in this anime. I thought this was so bad it was provocative, I wanted to leave before I had seen half of it, but I sat in the middle of the row so I endured the rest and the movie never got any better. My rating: 1/10.","
            10/10
            "
"soloriamagic08","30 August 2006","Two kinds of people will love this film. People who think anything,and I do mean ANYTHING made by the Japanese especially concerning anime and games*cough* Final Fantasy Series* is crafted by God himself.a.k.a.fanatics,and people who have a INFINITE reservoir of patience.Everyone else and by that I mean people who will call out B.S. no matter how so called good their past works are will hate this film with a passion.I watched this film for the first time in 10th grade and now as a sophomore in college I watched it again on Youtube because the same person who uploaded the entire movie called Howl's Moving Castle also uploaded this too,and I said what the hay I'll give Spirited Away another chance. I did,and It still bored the hell out of me. Although I must admit I did understand it a little better this time.Plot:Girl and family moving to new place. Girl's father runs off road. Girl's parents see old building. They want to explore. They see food, eat food, and turn into pigs. It suddenly turns night. Weird boy comes out of no where tells girl to leave. Weird creatures start moving all over weird town. Boy disappears for 80% of movie. Girl can't remember her name,boy (before he disappears that is says he can't remember his name either. Girl gets job, and so on and so on.. That sounds like a okay weird plot, and done right it could have been great,but the Japanese aren't known for their plot or character development skills or excitement for that matter. Bottomline: The storyline and pacing of it was boring as hell, cheesy, and a good deal confusing, and holey. If you have insomnia this is the movie for you.Visuals: Okay for hand-drawing.Characters. In the end you don't care if she gets home or not and you will p*ss yourself laughing when you find out what the boy's real name is.Everyone is easily forgettable once you turn the VCR off.Dubbing: The dubbing was very good to me. I hate Japanese dubbing because their men always sound like girls,and the girls always have high pitched squeaky air-headed voices,and I can't understand a d*mn thing.The one's who say English dubbing sucks are prime examples of Japanese worshiping fanatics. All dubbing sucks to them as long as it's not Japanese.Bottomline: P*ss isn't gold no matter what Japanese worshipers say. If your not one of them this movie will bore and outright confuse you on most parts. Make no mistake of that.","
            10/10
            "
"jordondave-28085","26 September 2023","(2001) Spirited Away
DUBBED
JAPAN ANIMATION/ FAMILY/ FANTASYA drive with her parents with a very young girl after entering through a somewhat an abandoned carnival, becomes taken in by an area inhabited by spirits or where spirits are nurtured! To describe this film is like a Japanese equivalent of ""Alice in Wonderland"", written, directed and drawn page by page by maestro Hayao Miyazaki, which starts conventional but after the first 30 or 40 minutes, is when things start to pick up when the little girl start to adapt to the environment by instincts without the crave for great tasty food or wealth. Viewers should also be marveled at the many creatures or inhabitants of spirits one have never seen before who were originally drawn up by kids and then enhanced by Miyazaki himself. Deservedly won the Oscar for ""Best Animation"" since Disney normally dominates that category most of the time as well as broke box office records in Japanese history! A major milestone which started with ""My Neighbor Totoro"" which he reuses black soot again for this particular feature.","
            9/10
            "
"almonme","26 October 2002","At the level of Totoro, this movie shows the widest and most astonishing repertoire of visual imaginery and  creative storylines. The movie creates seemingly effortlesly a completely new world with its internal coherent laws that works amazingly, at least for me.","
            9/10
            "
"manicman84","11 August 2006","In my opinion, ""Spirited Away"" is certainly the best animated movie ever. The quality of animation is obviously rousing and leaves no doubts who is the greatest master of contemporary animation. Hayao Miyazaki created fantastic, surrealistic world with great reverence. Every shot from this film can be regarded as a work of art as well as every single scene takes my breath away to such an extent that I can't even point out which one made the biggest impression on me. Nevertheless, the beautiful workmanship is not only virtue of this flick as ""Spirited Away"" provides also extremely coherent plot. It occurs that Miyazaki's imagination has no limits. The main heroine is entangled in a series of unexpected events having their roots probably in the mythology. The story develops through and extensively uses the main heroine. All characters are incredibly likable, which unceasingly attracts viewer's attention. ""Spirited Away"" is a very universal parable which works on many levels and offers, at the same time, a unique experience. Thus, I consider this film an absolute masterpiece and I highly recommend it regardless of age and any other factors.","
            10/10
            "
"I_am_Jacks_Revenge","13 March 2007","This movie made me love Hayao Miyazaki, because I hadn't even heard of him when I first watched the movie entirely (When I first watched it, I only saw part of it). I really love the title since it goes well with Chihiro's experience of being sent away by some sort of 'spirit' to a magical world. For some reason, I haven't seen 'Howl's Moving Castle' and I so want to see this movie because, like this movie, I am really interested in it. Okay. So, Chihiro gets into this mess because, as we could relate, her dad doesn't look for directions to their new home (the, uhh, scenic route). They enter a 'market'like place and Chihiro's parents start eating the food. Chihiro wonders off, and finds the bathhouse when who should appear but Haku, telling her to get out before it's too late, and she finds her parents turned into pigs. Haku tells her to look for a job, or she'll be sent to Yubaba, the head honcho of the whole bath house. There, her name is changed to Sen. She meets Lin, who is her roommate/helper to help her with her job. A spirit named No-face comes and starts eating customers and workers, but is really interested in Sen. She refuses, and No-face goes berserk (I think). She leaves to find Yubaba's twin sister, Zeniba. Haku (who can turn into a dragon, as he is a dragon when we see him at this part), shows up and gives Chihiro a ride back to the bath house. Along the way, Chihiro remembers a time when she thinks Haku saved her and she reveals his name, Kohaku River. She makes a deal with Yubaba, and tries to figure out which pigs out the group are her parents. She realizes that none of them are her parents. The contract she signed is ripped, and she's free. She meets her parents at the end, and looks back when they reach the end of the tunnel where their car was left. She looks back and gets into the car, ready to begin her life in her new home. And that does it. Thank you, Miyazaki, for a great movie.","
            9/10
            "
"tord-1","26 September 2003","Miazaki's Spirited Away is a masterpiece in every respect and is a milestone in animated film by its warmth, complexity and richness - the old Disney films feels very feeble in comparison.The basic story is not much different from many other animated stories, about a seemingly normal world that proves to be enchanted, where humans, occasionally, intermix with gods and ghosts, with unexpected results.Compared to Miazaki's earlier works, like My Friend Totoro, Porco Rosso and Princess Monoke, it presents an even more complex and fantastic world than any of these, and yet they are closely related. In My Friend Totoro there are a few supernatural creatures, in Porco Rosso there is a man who has been turned into a pig by a curse, in Princess Monoke the gods battle with humans, while in Spirited Away we have a multitude of gods, ghosts, a few humans, like the heroin's parents, that like Porco Rosso has been turned into pigs.Complex sagas about the battle of good and evil, and that the good can become evil and vice versa.Spirited away just does it to the n-th degree.a 10/10, without doubt!","
            9/10
            "
"blackmamba99971","30 March 2010","I have to say that as far as movies for kids go, this took me by surprise. I enjoyed every minute of it, from the oddball characters of the hot spa, to the really weird characters that were the guests. A story of a little girl thrust into a world of the unknown, because of her parents eating food made only for the spirit world. When they turned to pigs, she had to save them by becoming a temporary spirit working in the lavish spa. Working under a witch named Yubaba, a kind of mean streaked yet fair witch who oversees her employees. In giving her a job, Sen then tries to make the best of it working with the other help and to make sure the guests are looked after and cared for. It is quite hard at first but then becomes more attentive. In the midst of this, she also has a friend who is also a dragon, but can be humanoid when he sees fit to do so. Sen's duty ultimately leads her outwards to the spirit lands where she meets Yubaba's twin sister to return a seal which the dragon stole under the tutelage of Yubaba herself. All in all, this was a beautiful movie for scale, characters, the idea that being spoilt has its downfalls. And Sen really learn-ed the hard way. She got to do an honest days work, make lots of friends, and become a kind of grand daughter to Yubaba's twin sister. Her journey was breath taking, a marvel in film making.","
            10/10
            "
"qball_82","24 October 2002","In a few words...beautiful, memorable, magical and enchanting. 
Miyazaki has created an amazing world and he totally immerses the viewer within it using every available tool of the trade.  The animation, the story, the music, the characters, everything.  If I start to rave about it I wont stop.  If you have children, take them to see it.  If you're a child at heart, see it.  Even if you're of the mature, adult variety, see it! 
One of my new all-time favorites, and it will be in my DVD collection for sure.","
            10/10
            "
"Cineanalyst","5 September 2020","""Spirited Away"" is a seemingly simple fairy tale of animation, but it was made and released during the revolution of computers in the art form. A contemporary movie and the prior winner of the Best Animated Feature Oscar, ""Shrek"" (2001) was fully committed to this new style, all the while mocking with jokes aimed towards adults the hand drawing of yesteryear as represented by Disney. ""Spirited Away"" was more sparing in its employment of computer animation, entirely childlike in its wonder, and maintains the appearance and actuality of hand drawings and, moreover, the economical limited animation made its own style in anime. Both pictures feature amusement parks, the business for which the house of mouse conglomerate makes much of its money. For ""Shrek,"" this was a joke, but in ""Spirited Away,"" entry into an abandoned amusement park, which although it turns out to be primarily a bathhouse, is an adventure to the past, of a world of ghosts and transformations, of a hand-crafted and filmed animation. It's also compelling how the fairy-tale plot fits into this, with Lewis Carroll's ""Alice in Wonderland"" being the most apparent Western influence in this regard--particularly, after the rabbit-hole analogy, the chapter ""Pig and Pepper.""Thus, ""Spirited Away"" is a cartoon and children's story subtextually about cartoons and children's stories. As the world of animation was facing the transition to CGI, the girl protagonist in the story, Chihiro, is anxious over her family's moving to a new home, but not before a visit to spiritual ancestors--complete with that hero's journey by way of the memorable train sequence. Like Alice and the rabbit hole, Chihiro and her parents enter a tunnel and doorway to a room on their way into another world. We also get a sense of Chihiro falling, later, down a staircase. After entry, the parents presently transform like the baby of Wonderland into pigs. Furthermore, as in Carroll's story, there's a lot of emphasis in ""Spirited Away"" on the role of food in changing characters, and every important figure, at one point of another, takes on another form, a doppelgänger or faces an identity crisis--as Chihiro does with her new name of ""Sen."" If Chihiro/Sen is Alice and her parents pigs, then the witch Yubaba is the Duchess, including a baby of her own, as well as her being the only character evidently inspired by John Tenniel's illustrations for Carroll's text.All of this is relatively slight, actually, as far as cinematic Wonderland references go, of which I've been seeking a bunch since reading the Alice books. I appreciate what Hayao Miyazaki and Studio Ghibli do in exploiting ""Alice in Wonderland"" and fairy tales in general, though. Carroll's books were episodic, and the plot was never that important, as it is with ""Spirited Away."" Carroll filled his pages with wordplay, parodies and games of logic. Besides maybe the unintended pun in English of the ""No-Face"" character wearing a ""Noh"" mask, language and logic aren't the focus of ""Spirited Away,"" or at least don't appear as such to a non-Japanese speaker, and the filmmakers borrow freely and depart as quickly from Disney, other cartoons and other fairy tales rather than parody or mock them. Apt for a primarily visual art form, then, the otherly world here is reserved as a place for spectacle: colorful hand drawings, strange creatures, cartoon and fairy-tale transmogrifications, and sweeping movement and adventure. Additionally, the animation is inherently reflexive of the filmmaking process, of not living beings, but spirits being projected, of doppelgängers (as with the witches) and transmutations. In a sense, Chihiro enters a movie, a film-within-film, through that tunnel.""Spirited Away"" is such an enchanting picture, it's hard to fault it for anything. Probably my only reservation is that ""camera"" movement and film grammar leans towards the prosaic. There is some imagination with the drowning montage and running effects, but even Miyazaki's characteristic fascination with flying doesn't necessarily correspond with a freedom of motion with the framing. Nevertheless, it's a beautiful picture and an enthralling take on the fairy-tale genre.","
            9/10
            "
"dovahhobbit","30 April 2023","First off, yes; I admit I'm in the minority when i say i did not enjoy this movie.Second, i get that it's a ""coming of age"" sort of movie.Third, what exactly did i watch again?I've seen this movie all the way through once, halfway to the ending, and quarter to the ending, in reverse order. And i can say that no matter how much of the movie i watched, nothing became any clearer.It's a huge nothing burger, with characters that don't make sense, and don't have time to allow you to make sense of them.Credit where it's due. For the time it was made, YES, the animtion is good.The writing just made no sense and was WAY too random way too frequently.I'd try to watch it again, but I'm not interested.I've thought of asking friends to explain it, but maybe I'll just keep this one to myself.I'd give less stars, but I really didn't dislike it, so much as just simply not get what people love so much about this ""masterpiece"".","
            10/10
            "
"spider_webster","5 June 2005","This is the first ever anime I have ever cried at. Ever. Honestly, this movie teaches us lots of life lessons and about growing up. The animation is also great. Plus, this is my first Miyazaki film I have seen so I'm quite impressed.This movie is so much better than the current Disney films and though the animation isn't as good, but the detailed world is far more fascinating. I really feel that I've learned tons from 'Spirited Away' and for me, it means a lot.So far, this is the only other anime I've liked since Inuyasha and Naruto and it's the first ever movie version of one. I am very impressed by how well Miyazaki did for it.My favourite scenes are the time after Haku and Chihiro see Chihiro's parents in the flower field and the scene at the end. This movie is also in easy Mandarin so for those who aren't fluent with it can easily catch on.Overall, this is the perfect movie if you just feel down on life or when you think that you want to just see a good movie. It's one of the best I've ever seen and I definitely recommend it to you.Scored: 10/10","
            7/10
            "
"lesleyharris30","14 August 2013","Spirited Away is a fantastic move with a brilliant and really unique storyline with tones of fun and imaginative characters.It is definitely my favourite film made by Hayao Miyazaki,and that's saying a lot because this writer and director has made so much brilliant anime films,but this is without a doubt his best,it even won an Academy Award for Best Animated Feature,and rightfully so,this movie has a lot of heart and is beautifully animated.The movie is rated PG,but I definitely wouldn't advise parents letting their children watch it if they're younger than at least seven,I watched this at a very young age when it first came out on DVD and I was very frightened by all the strange creatures,but watching it today,I can really appreciate it for the great film it really is.I would highly recommend Spirited Away to all animation fans.Chihiro is trapped in a world ruled by gods,where she must work there to save herself and her family that have been transformed into pigs.","
            8/10
            "
"bhcpc","11 July 2003","Classical animation is alive and well in Miyazaki's latest anime masterpiece. There were no big explosions or extended CGI or 3-D figures, but it has plenty of rich imagery, a wacky yet poignant story and great animation. The dubbed version got Americanized a little with a few unnecessary jokes thrown in, but the original subtitled Japanese version is the best. Don't miss it on DVD.","
            10/10
            "
"SolidSnake86XX","28 September 2003","Well, what a surprise; ""Miyazaki"" and ""masterpiece"" together in an affirmative sentence.  Spirited Away marks Miyazaki's first work as a semi-retired director, though the movie doesn't suffer from it in the least. Spirited Away is about a young girl gets lost in a world of ghosts and spirits and is forced to work at the bath house for specters.  Any fan of Miyazaki will instantly fall in love with this movie.  Don't be fooled by Disney's involvement or the fact that it's animated.  It's still very much anime, but not anime for anyone.  This is a good movie for young children and those who have a timeless love for movies.  If you're the kind of person who still loves Toy Story, for example, then this will become another one of your favorites.  People who are only into anime like Ninja Scroll and Cowboy Beebop, this may not be the movie for you.  This is a movie for those who love anime of all kinds, like myself.  Spirited Away is a fanciful movie that most open-minded individuals will enjoy.  I'd have to give it a 9.25 out of 10.","
            9/10
            "
"emptymask","20 February 2005","Normally I am detested by Japanese Animated features. I come from a background of loving many of the old Warner Brothers cartoons, and saw Jap-Animation as a threat, along side of Mtv, Nickelodean, and Cartoon Network, ruining children's cartoons. (I really prefer not to elaborate because I don't want to push any buttons on this board.) But this movie was phenomenal, its very rare that I am impressed by modern cartoons now days but this film dazzled me so much that I had to rewind the film and watch it again the next day. There is so much neo-mythology and Post Alice Traumatic Stress Syndrome in this movie that I was tickled, honestly. There is a lot of imagination and colorful ideas and I wish that there can be many more animated pictures of this quality to come in the future - the movie resembled a lot of the wacky weirdness that were around in the old Betty Boop or Silly Symphonies cartoons, the animators really touched a chord in me and I thank them full heartedly.","
            10/10
            "
"Vartiainen","13 January 2020","Hayao Miyazaki's Spirited Away is a story of Chihiro, a young girl moving to a new town with her parents, who gets trapped in the realm of spirits when she and her parents explore an abandoned holiday resort. There she must learn to cope with hostile beings, unexplained rules and the fact that her parents have been cursed into pigs for their crimes.The film has been compared to Alice in Wonderland, and there's a lot of truth to that. Chihiro and Alice are rather alike in their general demeanour and character. Chihiro is a bit more sullen, whereas Alice takes it all a bit more in stride. You definitely feel like Chihiro is in more danger throughout the film. But both Wonderland and the spirit bathhouse operate using logic not belonging to the human realm.And that's one of the best things about this film. Its world is a strange one and there's always a new surprise around the corner. But for some reason it all makes sense. Like there's this scene where Chihiro and Haku, her new protector, have to cross a bridge and he tells her to hold her breath or she'll get noticed. Does that objectively make any sense? No, but in that instance it's completely logical. You just get it. Holding your breath makes you invisible to spirits. Makes perfect sense.And the whole movie is like that. Apparently Miyazaki got his inspiration for the film by watching his young nieces and other relatives playing around. Which makes a lot of sense if you've seen the film. It is internally consistent and you always feel like its following rules. But they're the rules of a child's imagination.Furthermore, it's gorgeously animated, very well voice acted, with fantastic characters, songs, ideas and locations. It's a movie that you could play on mute and it'd still be one of the best movies you've ever seen. Likewise if you only heard it playing from another room. It's both child-like and surprisingly mature at the same time. Most character start out scary, alien and a bit threatening, but quite a lot of them have become your friends by the end of it.My personal favourite. One of the few films I'd call perfect. Please, if you're ever going to see even one Japanese animated film, makes it this one.","
            10/10
            "
"Vartiainen","28 January 2016","To me, this is the most real film I've ever seen. And it's an animated fantasy film inhabited by spirits, witches and dragons. It takes place in a Japanese bathhouse of all things and is full of magic, strange and new worlds, gods and mystical events. And yet I've learned more from it, identified more with its characters, than from any other film. Hayao Miyazaki is that good of a storyteller.Now, what do I mean by saying it's real? Simply put, it feels like I've known these characters my entire life. Chihiro, or main character, is a young girl moving to a new town, but on their way there, her family happens upon what seems like an abandoned holiday resort. Unfortunately, things are not as they seem, and her parents get captured into the spirit world, inhabited by gods and spirits. And now she has to accept responsibility for the first time in her life and stand on her own feet in order to rescue her parents.But that's not the only story line. We also have Haku, her mysterious helper, who has been captured as well, in his own way. We have Yubaba, the witch owner of the bathhouse, who seeks to enslave Chihiro by stripping everything from her, including her name. We have Kamaji and Lin, who work at the bathhouse. And we have No-Face. All these characters seem like they could easily be the focus of the movie, each of them having a very detailed and rich backstory, which we get to explore as the movie goes on, but it never feels like it's too much. The story lines support one another in a way I've almost never seen anywhere else. Miyazaki has woven it tight and whenever I see the film I find new or forgotten ways in which the events work together.It's also a beautiful film. Out of all Studio Ghibli films, only Princess Mononoke can compete with it in terms of beauty, quality and grandeur of animation. The colours, the character designs, the small touches and details. All wonderful. The score by Joe Hisaishi is also fantastic. It's a bit more downplayed than say Mononoke, not containing quite so memorable tunes and themes, but it's still beautiful and supports the storytelling perfectly.This is about as close to a perfect film as you can get. At least, for me. I think Doug Walker said it best in his review. It's a film so good that it makes you jealous. It's a story so good that you wanted to be the one to tell it. Well, that might be true for me as well, but I still enjoy the film above all else. I love it, I respect it and I'm going to see it regularly for the rest of my life.","
            10/10
            "
