"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"anti-imperialist1194","1 January 2004","This is truly the best animated film ever. It is pure Disney magic. In my opinion it was the best film of the summer of 2003. It also has to be the funniest Disney movie ever made. I hope there is a sequel to this. The only problem is what they are going to call it. They'll have to call it something else unless they're finding Nemo again. Anyway, getting back to this movie, I thought that the absent-minded fish Dori was the funniest character. I also thought those Seagulls that always said ""Mine"" was funny. For some reason when I first saw the movie I thought those Gulls were saying ""Mike"". Then I realized that they couldn't say ""Mike"" because it wouldn't make sense. 10/10. I always love it when Disney and Pixar work together.","
            10/10
            "
"Vinny-28","5 June 2003","If your idea of family entertainment is a nonstop series of intense action sequences--almost getting eaten by a shark, almost getting eaten by another fish, almost being eaten by jellyfish, being eaten by a whale--then go ahead and sit through this headache of quick cuts, loud sound effects, and screaming characters.  You know, you could cut out half of these cliffhanger sequences and give us some characterization or some sweet memorable moments. Now THAT would be a good family film.  This is the most visually striking of all Pixar movies, and the most disappointing as a family entertainment. Pass this one up if you have younger children, please!","
            8/10
            "
"AMIO-PatricioMunoz","4 September 2003","3D Animation Quality:  Beautiful  5/5  (truly spectacular)Story:  Meh! Lacks creativity 1/5 (Find a better script next time)My 2-Cents:Disney and Pixar are an amazing team.  Pixar has put together some really nice films that will go down in history for their impact in the animation industry.  There is no question that this film was an excellent a crowd drawer and everything Disney and the industry needed at this time.I love Pixar and their contributions to contemporary cinema.  The film however was a great disappointment to me.  One of the things I have grown to enjoy when watching a Pixar Film is their shorts before the actual movie begins.  They showed their classic short, ""Knick Knack"" which was produced in way back in 1989.  I was hoping to see a new short.  I loved ""Geri's Game"" and ""For the Birds"".My biggest beef was not about that.  It involved the story itself.  Toy Story 1 & 2 was written to appeal to both young and older audiences. Finding Nemo seemed to have it's target directly on the kids.  There's nothing terribly wrong w/ that, it's just the story was too simple.  It seemed like the movie was jammed full of FILLER just to lengthen the movie. We could have done without the sharks, for example.  Their role in the film was simply to extend it by a couple of minutes.The novelty of 3D animation is gone.  It's not the 1990's anymore.  People are familiar with complex 3D animation.  It's everywhere we look.  Pixar cannot rely on drawing an audience simply because the film is a 3D animation.  Remember how poorly Final Fantasy did?  The film had great animation with incredibly realistic human characters.  Square One did an amazing job on the animation that just blew me away.  But the story was not appealing to the mass audience.  So, where are they now?  The movie BOMBED and the company literally went bankrupt.Pixar should remember one thing.  Parents have to sit through the film too. Just spend a little more time on the script for your next movie.You haven't lost a loyal viewer in me, however.  I have a lot of faith in John Lasseter's team. I expect great things from the Pixar and Disney in the near future!","
            10/10
            "
"theinaniloquent","15 October 2011","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clown fish sets out on a journey to bring him home.I hate people bashing on animated movies for it being too childish or too.. animated. I, myself, will have to say (other than Pixar) I agree. But what Pixar has done to animated movies is just genius. To start off, Finding Nemo presents a lot of hidden adult themes that adults would only understand. It also contains heart, which no animated movie has ever done. It makes you actually feel for an animated creature and that is just almost magic. Pixar explores childhood in a way nothing else can, and I just adore these movies. I also have to admit, Finding Nemo put a tear in my eye (and for an animation) that is just complete brilliance. I respect Pixar for doing these such things. The film also has amazing voice acting and you can actually see the emotion the actors put out to make this movie, something only Pixar could do. This movie is an absolute heartwarming, hilarious adventure that digs into your heart and toys with your emotions. For all you punks out there you cannot look past the childish aim, you are missing out incredibly. This is definitely the best animated film. 10/10.","
            9/10
            "
"Drew48","30 August 2008","I love this movie. Although it has a sad beginning, it's a wonderfully funny & touching movie. Albert Brooks' character, Marlin, is very funny as the overly cautious (with reason to be) father. And Nemo is a sweet kid, who manages not to seem bratty at all even when he's being defiant. All the main characters are super funny (& endearing) whether in the sea or in the aquarium. Examples: Bruce & friends are sharks that don't want to eat fish (though it's hard to fight their natural urges); and Jacques is a neat freak, so naturally very bothered when they decide to let the tank get filthy in order to force the owner to clean it, allowing them the chance to possibly escape. However, Ellen DeGeneres' character, Dory, tops them all though. She suffers from short-term memory loss (at times, very short-term), which makes for many laughs. And she thinks she can speak whale, which makes even just stating that very funny. One of my favorite parts is when she tells Marlin that they're not the only two ones in here (the ocean, that is). Basically, it's one of my favorite movies.","
            9/10
            "
"BoydudeReviews","10 December 2018","The animation after 15 years still looks amazing. I love thw story as well. Although it is slow at parts, it is still a must see. 😁👍🏾","
            6/10
            "
"coneicus","25 April 2021","AS A PROFESSIONAL PSYCHOPATH, I RELATE TO THE SHARKS, THE GIRL THAT SHAKES THE FISH, AND THE GUY THAT CAPTURES FISH. I TRIED TO CAPTURE SOMEONE IN A FOREST ONCE, AND BOY...HE WAS TOO POWERFUL. *CREE* OH YEAH, AND MY WIFE LEFT ME FOR SOMEONE WHO DOESN'T TELL JOKES. I PLAGIARIZED MARLIN, WHICH I THOUGHT WOULD BE COOL. SHE DIDN'T LIKE IT. AND NOW, WE ARE DIVORCED AND SHE WATCHED FINDING DORY IN THEATERS WITH MY KIDS WITHOUT ME.","
            8/10
            "
"hbbio","21 October 2003","Finding Nemo is just an average animation movie. Unlike its predecessors, it's aimed only at kids; the plot is very thin. I watched this just a day after Miyazaki's Spirited Away, and Finding Nemo pales by comparison. I find this movie particularily overrated and I would still recommend it for kids.","
            9/10
            "
"kate-stuart","15 May 2023","I may be one of the few people out there that doesn't love Finding Nemo, it was ok but it didn't really do anything for me.First and foremost, it is GORGEOUS. The colors are striking, the blue tones of the water are realistic at times mesmerizing and the movements of the various creatures are realistic and fluid.Most importantly though is the story. Nemo's journey is one of self discovery, of living with a disability and all of the hurdles that creates in your life. It's about the way it makes others look at you and how she overcomes that. Not with some miracle cure that instantly solves everything or erases the issue altogether in the end, but with honest to goodness character growth.","
            7/10
            "
"sethn172","21 February 2006","When my family rented this movie, it's an excellent thing I was working on a school project while this movie was made - they didn't like this movie! The first time I've actually seen this movie for myself was in Spanish sound with English subtitles in my Spanish II class back in early 2004. While I was awake to fully comprehend the Spanish and the English words very well, the movie itself seemed mostly boring and not-up-to-it to me. I've finished watching this in English when my family was in a limo in Florida. I was glad when the movie was finally over! But the real saving grace of this movie, however, is the aquarium screen saver on the DVDs; I put the tiki one up on the limo screens! But still, pass.","
            10/10
            "
"nosiesnetnieuws","27 November 2003","With Finding Nemo (which has just been released in cinema's today here in the Netherlands) Pixar once again delivers a true masterpiece, easily the best of their films so far, and maybe even the best animation I've seen (and that long list includes Shrek and The Lion King).All one hopes for is provided: stunning images, lovely music (by Thomas Newman, always a firm favourite), a great story with humour, humanity and warmth, great voice performances... Simply perfect.When the words ""The End"" appeared, the entire cinema was sorry (sighs all around) - that says enough now doesn't it... :-)If you're not one of those ""I only like it when it's noisy and violent"" kind of persons, you'll probably love this film over and over again. Be sure to watch the entire ending titles too as there are some little surprises in it... right until the end.","
            9/10
            "
"Jasper76","28 August 2008","The story of a hard-headed fish with a gimpy fin and his dad, Marlon... When Little Nemo gets fishnapped by some strange beings in masks, breathing through strange tube-like structures (They're divers) Papa Marlon must brave hungry birds, Sharks in a 12-step program and the affable but forgetful DORY to reunite with his stubborn only child. Along the way, Marlon meets Crush, the sea turtle, and comes to grips with the realities of parenting... that sometimes in order to keep your family close you have to be willing to let go from time to time. A little growing room.... Sometimes parents, not kids, are the ones that need it. A great movie with plenty of laughs for all ages. I've heard they're making a sequel. I sure hope so. This movie was great! I'd love to delve deeper into the lives of these creatures of the sea.","
            10/10
            "
"Michael_Elliott","22 November 2016","Finding Nemo (2003)*** 1/2 (out of 4)Absolutely delightful Pixar film has Nemo being taken by a diver and put into a fish tank in his dentist office. His father Marlin is then forced to face his fears and travel through the ocean with the help of Dory to try and get to his son.FINDING NEMO is one of the most beloved Pixar films and while I didn't think it was as great as TOY STORY 3 or UP, it's certainly a classic animation film that has a lot going for it. Obviously the animation itself is wonderful and it's really amazing how great the look of the film was. You really can forget that you're watching an animated movie because the visuals are so great that you just get sucked up into the atmosphere of the movie.The greatest thing the film has going for it is the fact that the story itself is just so great. Obviously the main plot is the fact that this father loves his son more than anything and is willing to do whatever it takes to save him. This here is an easy set-up and the adventure that follows has one terrific sequence after another. There are so many fascinating characters and situations that Marlin and Dory get into along the way that you can't help but laugh and be caught up in the story.The vocal performances are all terrific and especially Albert Brooks and Ellen DeGeneres. Their comic timing together is perfect and we get other great work from Willem Dafoe, Alexander Gould and Austin Pendleton. As I said the story is great, the animation is great and there's just a wonderful adventure from start to finish.","
            10/10
            "
"caedon-29136","5 February 2021","As a young child my parents grew sick of this movie as it aired nearly constantly in my childhood home due to my constant demand for it. I LOVE the soundtrack and I did even as a child which was both odd and reason for praise. I don't even know why I am writing this because I'm guessing that everyone here has seen Finding Nemo and loves it as well.","
            9/10
            "
"kosmasp","21 July 2009","A brand name, when you say it, you know you'll get quality. Their recent effort ""Up"", just came out and is in the IMDb Top 100. Now that's saying something. Pixar stands for quality. For movies, that can be enjoyed throughout every generation/age. The same goes for Nemo here too! How they do it, who comes up with the crazy characters (like the turtle(s) in this movie)? I don't know. What I do know, is that they achieve what others dream of. Making entertaining movies, that have a message too. This time, it's about growing up, letting go of things you love. And all this interwoven in kid friendly environment, which still has some dark sides to it. Watch it, and be amazed!","
            10/10
            "
"classicsoncall","19 January 2014","When I was a kid my circle of friends included a guy we nicknamed Nemo because his last name (he was Polish) had an abundance of c's and z's in it that made pronunciation impossible. That really doesn't have anything to do with the movie, but until ""Finding Nemo"" came along, I had never given my friend Nemo's nickname a second thought.I have to say, the picture was pretty clever with it's characters and dialog. When little Nemo wound up in Australia I was asking myself how the writers were going to pull off the long shot of having father Marlin track him down and get him back to the ocean. They actually did it in a way that seemed believable enough even though you have to stretch your sensibilities. You could say the same about some serious dramas that are being made today.This one is tailor made for kids young and old and it's message of persevering against all odds is a valuable one. There's also some slick inside jokes if you're quick enough to keep up the pace; the summit of Mount Wannahockaloogie still has me cracking up.","
            1/10
            "
"lee_eisenberg","15 April 2006","I guess that what truly differentiates the children's movies that my generation has grown up watching from those of previous generations is the various references to other things (think the popular culture references in ""Shrek"" I and II, and the genie's Rodney Dangerfield and Jack Nicholson imitations in ""Aladdin""). ""Finding Nemo"" brilliantly continues this. It focuses on Marlin (Albert Brooks), a tense clown-fish searching for his son Nemo, who got caught by an Australian dentist. Along the way, Marlin meets Dory (Ellen DeGeneres), a big blue fish with short-term memory. Maybe it sounds too wimpy to say that the movie is about the importance of having solid relationships in one's life, but you might say that.And the popular culture references? I never would have imagined a kids' movie spoofing scenes from Alfred Hitchcock's and Stanley Kubrick's movies, but they do it here. I don't know how they did it, but they did it. A very well done movie. Also starring Willem Dafoe, Brad Garrett, Allison Janney, Austin Pendleton, Geoffrey Rush and Eric Bana (those last two of course later co-starred in ""Munich"").","
            8/10
            "
"Tweekums","1 September 2016","Marlin in a timid clown fish living with his son Nemo in an anemone on the Great Barrier Reef that is until Nemo is captured by a diver. Now Marlin must brave the dangers of the open ocean to find Nemo again. He is accompanied by a regal blue tang named Dory; Dory has a problem with her short term memory so quickly forgets everything. Together they find a mask lost by one of the divers and learn that they came from Sydney; on the way there they encounter sharks, an angler fish, jelly fish and a group of sea turtles. Meanwhile Nemo finds himself in the aquarium of a North Sydney dentist. Here he meets a variety of other fish and learns that the dentist intends to give him to his niece as a pet something that means almost certain death given how she treated the previous fish she was given.This, Pixar's fifth film, got off to a great start, it was darker than I expected but done in a way that shouldn't be too upsetting for even the youngest of viewers. Marlin's wife is killed by a barracuda and every egg except Nemo is lost but none of the details are shown. Once that is over it quickly moves on to introducing young Nemo then his capture by the diver that sets the story in motion. The parallel stories of Marlin, and his new friend Dory, searching for Nemo and Nemo's interaction with the other fish in the aquarium and their plans for his escape are nicely interwoven. Each has plenty of drama; none of it is too scary though and where there are scary moments they are lightened by some comedy such as the trio of sharks that are trying to stop eating fish. The characters may be fish but they still have plenty of personality; especially the central trio of Marlin, Dory and Nemo. Each of these is distinctive; Marlin is timid and pessimistic, Nemo is full of youthful enthusiasm and Dory is cheery despite her memory problems. The secondary characters are fun too; I particularly liked the 'surfer-dude' sea turtles! As one would expect from Pixar the animation is top notch, the undersea environment looks fantastic and the actors who provide the voices to the characters to an excellent job. Overall this is a fun film that, while aimed at a younger audience, can be enjoyed by all ages.","
            6/10
            "
"studioAT","6 March 2013","Finding Nemo wasn't one of my favourite Pixar films when I first saw it but with every passing watch my enjoyment of it increases.First of all visually it's stunning. Should it ever be re-released in 3D it would be quite a treat because the way the ocean is created on screen is magic.Like all the best Pixar films (and probably any kids film) it appeals to both adults and children with a simple story that is overflowing with warm characters (with a few famous voices thrown in with good measure) and the ability to make you laugh and cry. Pixar really do excel at making quality family films that I have no doubt will be entertaining audiences for many a generation to come.I have my doubts about the proposed Finding Nemo 2 but it's ultimately a case of 'in Pixar we trust'.","
            10/10
            "
"tavm","21 September 2012","So nine years after first enjoying this at theatres, I decided to watch this again in 3-D with my movie theatre-working friend. I was astounded to find out how much I forgot since that first time so I was mostly experiencing this as if I hadn't seen this before which made for a wonderfully touching, thrilling, and, of course, very funny time for both me and my friend. So hearing Albert Brooks and Ellen DeGeneres as Marlin and Dory brought plenty of laughter from me especially from the latter. And seeing their adventures in looking for Marlin's son Nemo was even more pleasurable when we find out who all three main players encounter. Really, all I'll say now is if you like seeing classic movies on the big screen, I highly recommend you once again watch Finding Nemo at your neighborhood movie house right now!","
            9/10
            "
"michaelRokeefe","28 September 2009","You can't find too many animated features more revered. Oscar winning FINDING NEMO, is an adventure for Nemo(voice)(Alexander Gould)and a drama from his father Marlin's(voice)(Albert Brooks)view point. The Great Barrier Reef is full of dangers to be aware of. Its also nice that you can stay close to friends for a safe existence. On Nemo's first day of school, he defies his father by swimming out too far from the coral to inspect a boat. Nemo, the little clown fish, is soon scooped up by a diver. Marlin realizing his son has been fish-napped...and in desperation will go against all odds to find Nemo.Terrific underwater animation. Exceptional characters and a very talented ensemble providing voices. Brilliant colors and so casually pleasant on the eyes. Not many come along like this; especially with no off color or childish potty humor. Other characters are voiced by the likes of: Brad Garrett, Geoffrey Rush, Eric Bana, Elizabeth Perkins, William Defoe and Ellen DeGeneres.","
            8/10
            "
"juanthesketcher","6 May 2021","Amazing family film grew up watching it and been loving it ever since.","
            9/10
            "
"hitchcockthelegend","22 April 2009","Marlin is an overprotective father who dotes on his only son, Nemo. When in an act of defiance, Nemo is captured by a diver, Marlin must overcome his fear of the ocean and search for his missing son.Pixar ventures underwater and manages to make a normally sounding plot into a charming and visual treat. Awash with colour and marine characters so delightful that they enthral constantly, Finding Nemo is something of the perfect family picture. Deft with its humour and dolling out life lessons to the watching kids, it stands as one of the most expertly crafted pictures to come from Pixar's wonderful stable. You can play spot the homage or merely enjoy the craft on offer, Finding Nemo most definitely has something for everyone, it's a must see for the discerning cinephile. 9/10","
            8/10
            "
"evanston_dad","29 April 2005","""Finding Nemo"" finds the Pixar animation studio back in top form after their somewhat disappointing (I thought) ""Monsters, Inc."" This group has always had a knack for finding source material that will give them full freedom in unleashing their animation imaginations (the toy-chest world of ""Toy Story,"" the insect world of ""A Bug's Life,"") and in ""Finding Nemo"" they take us underwater and show us the beauty, wonder, and danger of the sea. There are any number of jaw-dropping set pieces in this film: a field of jellyfish, a shark attack, a mass escape from a fishing net. As usual, Disney fills its film with liberal messages about the treatment of wildlife and the environment, much welcome and needed messages in my opinion. But great animation alone cannot sell me on an animated movie--that's done with the quality of the story and characters, and ""Finding Nemo"" delivers there as well. The Pixar movies are never as cloying as the traditionally animated films produced by Disney--there's always a drier, cheekier brand of humour, and you get the feeling that just as many jokes are aimed at the adult audience as at the kids. The voices are terrific, the story is quick and funny, and I thoroughly enjoyed the whole thing. Grade: A","
            7/10
            "
"JackRJosie","28 May 2020","It just feels like a 9, why can't I give it a nine than? Because I'm not the ice cream man. I don't hand out nines like they are push pops.
It's a great story with SO many lessons for parents and kids littered throughout. It's not my favorite Pixar movie, not even close, but ya know, everything Pixar pumps out is pretty much a solid ten.","
            10/10
            "
"TBJCSKCNRRQTreviews","3 September 2023","On the first day of school Nemo wants to impress some misbehaving kids and disprove his overprotective father's concerns by touching by far the biggest butt he's ever seen, but, it goes wrong and he ends up missing, so the two, now separated, have to get back together.As someone who has ADHD, I really relate to Dory, who has short-term memory loss and gets very happy when she's able to remember something, and in general tries to keep an optimistic spirit. Great action. Funny for both kids and adults. Really well animated.Like every Pixar movie it will get you emotional, maybe even make you cry. Also, someone should really check on the writers... at least one of them must be terrified of little girls, because there's one made out to be scary in this, and most of their features leading up to it. Like, A Bug's Life is the only exception.This features some intense and disturbing content. I recommend this to everyone. 8/10.","
            10/10
            "
"neil-476","5 April 2013","Clownfish Marlon is over-protective of son Nemo. Devastated when Nemo is caught by a fisherman, Marlon goes on a journey to rescue him, in the company of forgetful Dory.Finding Nemo is one of those Pixar films which was a revelation in terms of groundbreaking visuals coupled with real heart - Marlon's journey is not just a physical one, and all the characters have personal development arcs to match the very best of those enjoyed by real-life actors in live action movies. The underwater visuals are simply stunning, the script is packed with humour, action, excitement and emotion, and the voice work is great (with Ellen DeGeneres' delightfully loopy Dory stealing the honours). This film is as good now as it was on release.Sadly, I have to add that, yet again, Pixar's 3D retooling adds very little. I was expecting great things - the possibilities offered by those grand underwater vistas suggested very effective 3D, but much of the time the 3D reworking was barely noticeable.Still a great film, though.","
            8/10
            "
"CinemaSerf","9 June 2023","""Nemo"" is your typically adventurous and curious offspring. Living amidst the wonders of the Barrier Reef has began to wear on the young clownfish, though, and he yearns for the open ocean. His dad knows best and has forbidden him from leaving the safety of their home waters but one day his nose gets the better of him as he espies a fishing boat and next thing he is caught by a diver who whisks him off to the surgery of a dentist where he is deposited in a tank with some fellow prisoners - awaiting the arrival of the man's daughter who is to be the new owner of ""Nemo"". Now young as he is, he's not without nouse and is soon working on a plan to return to the open sea - which they can all see from the window! Meantime, pop ""Marlin"" is in a panic and in his search for his wayward son encounters ""Dory"" - a forgetful fish who thinks she's seen a boat, but then again... Loads of colourful and enjoyable escapades follow as the pair use ingenuity and take quite a few risks to become reunited. First things first - ""Dory"" just annoyed me. Right from the start I was hoping that she would become shark fodder. She has short term memory loss - but how does she remember that? Anyway, apart from that there are loads of endearing characters here from the vegetarian sharks, the loveable ""Peach"" and the characterisation of ""Nemo"" imbues him with an innocence and mischievousness that has to raise a smile - and even engender a bit of concern - as he seems destined for transit in the same plastic bags we all used to use for our goldfish back in the day. The animation is gorgeous and the clever soundtrack (there's even a bit of Herrmann's ""Psycho"" in here) adds loads to enrich this classy and charming adventure. It's really a big screen experience, if you can.","
            10/10
            "
"vikramjs-98635","17 December 2015","toughest job for me is creating emotions in animation. Lot of hard work by writer, director, visualizer, graphic designer. Detailing of characters,creating of emotions in animation r simply excellent. Gipping direction. excellent production quality , excellent story line, excellent characterization. moral boosting story, positive touch , enjoyable for family members of all ages. music, pace of story, flow of story is done with mush workout, director work is appreciated ...everything worked out till perfection at to exhaustive limit.one feels involved the characters where as the are non humans, infect simply animation .expression of characters in animations workout involves u Just excellent","
            9/10
            "
"mm-39","7 June 2003","Spoilers!!This is a film everyone can enjoy.  This is on par with Monsters Inc. William Dafoe has such a recognizable voice.  The character he does the voice for (Gill) suits him.  Gill is an angel fish with a whole bunch of scars over him.  It makes it look like he's had a hard life.  He picks his roles very well.  There is a part where there are two seagulls floating on the water when an air bubble goes by his butt.  The other seagull looks at him and says 'nice' and flies off.  This movie makes seagulls look so stupid.  It has the disney quality that one would expect.  Very nice ending. This is a must see on the big screen. 9/10","
            9/10
            "
"austinyoung-56965","23 April 2016","Pixar has done it again! That is a phrase we have become accustomed to hearing these past few years. Pixar Animation Studios has taken the children's movie industry by storm. Andrew Stanton takes us head first into the beautiful, strangely bewildering, world of the big blue ocean with Finding Nemo. We expected children to be captivated by this new installment of children's animation, but parents are also catching the wave as well. This isn't just some fish tale! Okay, well maybe it is. Marlin (voiced by Albert Brooks) is a paranoid, highly overprotective clown fish. His son Nemo (voiced by Alexander Gould) is a young child full of energy, enthusiasm, with a dash a rebellion thrown in there. Nemo was left crippled at birth after an attack that took his mother and all of his siblings. This leaves NEmo with a deep desire to be independent. This is shown while on a school field trip. Nemo, trying to show off to some friends swims out into open waters. A pair of divers come from the darkness and kidnap Nemo. Marlin, with the help a newly found and hilariously forgetful friend Dory (voiced by Ellen DeGeneres) start the adventure to save the only thing that he has left in this world. Little did they know Marlin and Dory will run into all sorts of roadblocks along the way. They encounter sharks that have sworn off eating fish, a horrifying Angler Fish, a bale of sea turtles, and a forest of jellyfish. All of this just to track down his son. That's what I call being a good dad! Finding Nemo is the perfect mixture of a great story, witty comedy, and enticing animation. The bright colors of the underwater world are extravagant. The dialogue keeps viewers entertained and laughing. While the depth of the story of a father losing his son hooks them in for good. This tale is fit for all, young and old. When a child sits down to watch this movie, they can relate to Nemo. A young child looking to do his own thing and go on some adventures. Nemo grows along the course of the film. He goes from being a rebellious little punk, to someone who understands the importance of family and how much his father loves him. As Nemo grows, any child who watches him grows as well. This is one of many reasons why this is a fantastic movie for children. As Pixar will continue to reel in fantastic stories every year, Finding Nemo will go down as one of their greatest hits. Children and parents are flocking to this new spectacle. This thrilling tale will warm the hearts of fathers everywhere who care for their children. Although Marlin could be a little extreme at times, it was very clear that he would do anything for his Son. I believe I echo the words of everyone saying that we want more from Pixar.","
            10/10
            "
"anaconda-40658","23 June 2015","Finding Nemo (2003): Dir: Andrew Stanton / Voices: Albert Brooks, Willem Dafoe, Alexander Gould, Ellen DeGeneres, Geoffrey Rush: Masterpiece Pixar animation about conquest and challenge with the search of Nemo who is netted by a fisherman when he disobeys his father's orders not to stray from school. He is relocated in a fish tank in a dentist office. Merlin is joined in his search by Dory, a fish with a short memory disorder. They encounter a shark convention where the motto is ""fish are friends, not food."" They also encounter a slew of sea turtles as well as electric jellyfish. Directed by Andrew Stanton with wonderful writing and a creative eye for detail. Albert Brooks voices Merlin who senses failure over the horizon yet propels forward. William Dafoe voices the wise fish in the tank who is instrumental in Nemo gaining the inspiration to find escape. Alexander Gould voices the curios Nemo who is the symbol of disobeyed instructions and the consequences. Ellen DeGeneres steals scenes as the voice of Dory. She is without fear and looks at the positive even at the lowest moments. She is a creation all her own and DeGeneres makes it all the better. Geoffrey Rush voices a resourceful pelican. Pixar out did itself with one of their very best films. It contains glorious computer generated images that accompany a theme regarding parenting, trust and independence. Score: 10 / 10","
            10/10
            "
"Aaron1375","26 November 2005","This movie was a very family friendly and funny movie that both kids and adults can enjoy. Great voice work really makes this one, as both Albert Brooks and Ellen Degenerous do outstanding jobs with their characters. I especially enjoy Ellen's spacey character, that does not have to good of a memory, but is so cute in her delivery. I love the part where she takes her turn at the shark intervention. Great scenes everywhere as the father goes looking for his son Nemo who is captured and placed in an aquarium of a dentist. In the tank are some of the most neurotic fish ever, including one determined to escape the tank. They all band together when it is found out that Nemo is going to be given to the dentist's niece who lets just say isn't very good with handling fish. Nemo's father faces many perils in the quest for his son including jellyfish, a lantern fish, a whale, seagulls, and many other very funny perils. So watch this movie and enjoy as it is one of the better computer generated movies I have seen with great voice acting. I enjoyed almost every minute though the opening is a bit sad it makes up for it with great comedy...look for John Ratzenberg as a very funny school of fish and check the end where the flaw in the escape plan is obvious.","
            7/10
            "
"mfadayi","8 May 2016","""Finding Nemo"" is a story of a clown fish named Marlin losing his son Nemo. This movie is about friendship and how friends can help you accomplish the hardest things in life. ""Finding Nemo"" is story written and directed by Andrew Stanton, produced by Pixar Animation Studios and released by Walt Disney Pictures in 2003. Finding Nemo is about a clown fish named Marlin looking for his captured son Nemo. In this journey, Marlin meets a blue tang fish named Dory. Dory is a fish that is suffering from memory loss, but she helps Marlin find Nemo. Both Marlin and Dory face great danger, and hard situations in this journey. Meanwhile, Nemo is trying really hard to find a way to get out of the dentist's fish tank and find his way to the open sea in search of his father. But it's not that easy when you have Darla the fish killer (the little girl with the braces). ""Finding Nemo"" is a great Animated Movie. The movie uses amazing shades and colors, great sound effects, and amazing camera angles. In the scene where the diver pops up in front of the screen is amazingly realistic, it makes the audience feel like they are the ones in the movie. It also makes the audience feel like they are the clown fish when a huge human face pops up in front of the camera; the audience would feel small and also panic like Nemo. The director of the movie (Andrew Stanton) did an amazingly great job at animating the movie and adding scenes that will make the audience feel what the characters are feeling.The theme of the movie is there throughout the whole movie, but the audience realizes it near the end of the movie. The theme of the movie is friendship, and Marlin was able to accomplish his goal when Dory helped him through all the danger they faced. Another place friendship was used was when Nemo was captured in the fish tank in the doctor's office, where Nemo's friends saved his life from getting flushed down the toilet.""Finding Nemo"" is one of the BEST animated movies Pixar Animation Studios made. I strongly recommend for everyone to watch this movie. This movie would make you feel like you are in the movie and not watching the movie.10/10","
            8/10
            "
"Gryosphere","20 July 2003","When the credits for Finding Nemo started to roll I asked myself, did I see a different movie then everybody else? I do not know how people are saying this is the best movie of 2003 and one of the greatest of all-time. Sure, the animation is outstanding (great job Pixar), but the story is awful (shame on you Disney). After movies like Toy Story, Toy Story 2 and Monsters Inc I expected a better film. This movie is for people under 10 or for people who act and think like they are under 10. This is NOT a good film at all. Save your money and 100 minutes of your life, don't see Finding Nemo.0 out of 10","
            8/10
            "
"The_Void","6 October 2004","I'm not a big fan of animation. In fact, up until I saw Finding Nemo, I had never seen an animated film that I love. Now that I have seen it, however, that's all changed. With it's vivacious characters, sublime animation and wonderful voice acting; Finding Nemo is a winner all the way. The story follows a young clown fish who is, believe it or not, called Nemo. A shark killed Nemo's mother and siblings, and this has lead his father to be overprotective of his only son. This over-protectiveness leads to rebellion from Nemo - you know what kids are like - and no sooner has his dad told him not to go near the boat, is he tapping the bottom of it with his fin, getting caught by a diver and then being taken to a fish tank in a Sydney dentist's surgery. Of course, his dad isn't going to take this lying down and so begins an epic journey in which he risks life and fin (sorry) to, you guessed it, find Nemo.As mentioned, the animation in this film is absolutely wonderful. By far and away the best picture that Pixar have ever created, in terms of looks and finished item. The colour scheme for the movie is extremely vibrant, and is therefore aesthetically pleasing for the duration. The film also does a fantastic job of creating it's own world; the sea is a place that is busy and bursting with life. Throughout the film, our hero's are confronted with many challenges and inventive characters - from the sharks that want to stop eating fish, to the forest of jellyfish, down to the escape artist Gill (voiced to perfection by William Dafoe), Finding Nemo has no shortage of vivacity in it. The film is as impressive as far as substance goes, as it is on the visual front. The characters in Finding Nemo give the film a lot of it's substance and, aside from the fact that they're mostly talking fish, feel very real and almost have a life of their own. In an animated children's film, you don't expect to see characters the likes of what's on show here, but Finding Nemo delivers on the character front too. Our main hero's are great creations; we have Marlin, the father. He's very neurotic and wouldn't be out of place in a Woody Allen film (aside from the fact that he's a talking fish, obviously). His opposite number is a lovable, if forgetful female blue tang fish called Dory. Dory is a brilliant character, she is funny yet never irritating throughout the movie and it is somewhat because of her that the movie plays out so well. These two have a great chemistry on screen, which is better than a lot of the chemistries in 'serious' films. Nemo himself is your typical child  thinks he knows it all, but doesn't. And the film wins realism points for this too. There is a great menagerie for the support cast, which includes turtles, whales, sharks and much more; and all of them are brilliant examples of the kind of imagination that has gone into this film.There are also several life lessons on display in this film, and those are what lifts Finding Nemo from merely an animation film, to a film that can be respected by adults, as much as by children. The life lessons on offer are; listen to your parents, shown clearly by the fact that this whole fiasco is born of a result of Nemo disobeying his dad. There's also themes, on the other hand, of how overprotecting your children can lead to them viewing you with contempt; and the movie strikes a balance, like it does on the whole, between both sides of the parental structure. Aside from the family based messages, the film also has things to say that certain people and countries would do well to note; first of all, interfering with nature is not nice, and stemming from that is the message that if you have the power, it doesn't mean you have the right to use it; clearly portrayed by the diver that takes Nemo from his home. The fact that the film has all these themes, and still manages to be deliriously entertaining is testament to it's brilliance. Many films that profess substance don't have as much as this little caper does.Overall, animation doesn't get any better than this. Finding Nemo is fun for children, but there is MORE than enough for adults to enjoy, and I would have no qualms with recommending this movie to anyone.","
            9/10
            "
