"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"fantasyescapist","24 July 2008","First things first  to be accurate, the film's pronounced 'Woll.Ee' not 'Wally', like the red-and-white stripy shirt boy and his dog that you were endlessly searching for on your telly screen and in the books as a kid in primary school  The voice acting is really good. Wall.E, himself isn't completely silent  he does vocalise some few words(like 'Eve-a!'), while others are bleeps. EVE( a vegetation evaluator), who he loves, talks in a computerised robot voice which sounds really effective. The Captain on board the ship, and some other humans the little robot meets all have natural delivery in terms of their voices.Pacing/Plot: Quite simply the plot is: Earth's been overtaken by our own produced rubbish that's piled up really tall over the years, so all humans have fled to space but they've left behind the title robot to clear up after humankind have abandoned the planet  and he's only got a cockroach for company. He's later joined and falls for a female shiny white robot then tries to rescue her when she's taken back into space on board a vast space cruise line. It seems inspired by old sci-fi films when Wall.E later ends up in space on board the vast cruiseliner and the film here turns softly but effectively satirical. Maybe quite anti-consumerist I'd say, especially when you get to see the appearance of the humans in space. Yes, it has a green message but it's not of the preachy heavy-handed kind Happy Feet had towards it's ending, in my opinion, and it's set in a realistic context for the film  700 years in the future! It constantly engages by scenes with even just with the lonely Wall.E and his cockroach being funny and sweet, due to his clumsiness, so there's a fair bit of slapstick and clever sight gags. Adventure, romance and a critique on our society and lifestyle all blend together well.Animation: Wow! Wonderfully realised visually  standout scenes for me is when Wall.E's followed into space and we see Saturn's rings and the Sun, goodness! The character design of our robot hero isn't original as it's a lot like Short Circuit's Johnny Five meets a robotic E.T. but even so he's still lovable all the same. EVE's egg-shape and general shiny white design is very good. Backgrounds are also detailed and I like the subtle way their personalities are shown just by their nuances in movement.Music: I love the score and the use of songs from Wall.E's favourite film in his lair: Hello Dolly.Overall: A dazzling animated story with a welcome subtlety done green message at it's core, and a lovably sweet robot. What sets this apart from loads of other CGI films released from other companies is it feels as if a lot of passion and inspiration created this and the film truly has a heart too, as big as it's own binoculars-head hero. This matches or even surpasses Pixar's own high standard laid down by the studio since their 90s output, in my opinion. I also loved the hilariously funny Presto short with the Magician and his rabbit before the film.","
            8/10
            "
"jochemunlimited","24 November 2023","When our daughter was a baby she really liked this movie, now 8 years later we watched it again. And while I watched it a lot of times when she was young, to see it back is just as amazing as back then.It still looks and feels amazing. There are little things you can pay attention too. There are a lot of simple jokes, the story is good with a good message and still very actual.I don't give a 10 easily, but this is for me a masterwork. Everything is right about this movie. And it feels like looking at art when you are on Earth.I do not have a feeling something is forced upon me, it does not as a political agenda, it feels like a fairytail.","
            5/10
            "
"James_Denton","25 November 2020","Who doesn't love Wall-E after watching this? And, how can someone not love Wall-E after watching it? These are questions for which there are no suitable answer as the film is targeted at all audiences.Pixar Animation Studios 'knocks the ball out the park every time', and Wall-E is no exception. It's brilliant, witty, lovable and leaves you on the edge of your seat wanting Wall-E to succeed.A wonderful story for all ages. Loneliness, friendship, love, adventure, selflessness it has it all.Family fun for all. This Christmas sit down with the family and put it on.Highly recommended for anyone and everyone.","
            10/10
            "
"zlx_zjlq","21 March 2020","On the edge of the dilapidated earth, on the intelligent spaceship, in the vast universe, the rubble does not have too many words, just shouting the name of ""Eva"" over and over again. As an audience, every time I was moved by this simple call. Because in fact, no matter how complicated the form is, it is aimed to express the same core. It is simple, sharp, and even more shocking.","
            10/10
            "
"SofiaHedge","26 May 2020","I like this movie because it's theme is taking care of the environment. Everything about this is amazing. The story is very interesting. The characters are all good and the visuals are great. The moral is very excellent. This is an entertaining amusement that I highly encourage everyone to give a try.","
            9/10
            "
"stonedraim","5 June 2016","**** May contain strong spoilers ****This is a review made by StoneDraim... and that means that if you want to read a probably different kind of review, keep reading....This is my personal experience, my personal point of view/perspective and my personal opinion... and my opinion is just one of like 7 billions in this world.I attempt to force through my own opinions and preconceptions lately... and with and through that get more experience of movies and other things. So.... Wall-E is a movie I have neglected... thrown through the window with the sign ""Disposal"" over it. And... now I am sitting down and will watch this Academy Award Winner of 2009. It will be interesting.First off I am struck by the fine animations of universe and expecting some epic orchestra striking a magnificent tune. And.... well... no, no, no... already here Wall-E comes out with a Big Bang (pun intended) and let us enjoy... a little musical tune as coming right from the musical of ""Annie"". Interesting. And moving on.... Amazing animations showing the chopper perspective of a planet/city that has gone under some kind of natural disaster or something... the tune fades away and leaves us in silence with the words ""I won't come home""... spot on! Wall-E breaks the silence and rolls down and between some alleys and buildings... what song is that Wall-E is playing? Yes... the musical tune comes back. A lot of good directing, sound editing and the showcase of a production team making their finest. This is only the first couple of minutes into the movie. This leads to my first big honest laugh; a cockroach (or some bug looking like a cockroach) is Wall-E's friend and following him in its work. The 'roach is crawling into a ventilation system of Wall-E and tickles Wall-E... hence Wall-E is giving a little robotic giggle. Fun! Thereafter... a moralic chunk of message goes through the screen, to the story and gives the whole motion picture is in depth thinking; BUY LARGE.... a franchise that everybody is buying from. Buy a lot, and save money. Buy a lot and there will probably be much waste and with waste a harsh strain on our planet Earth. So, Wall-E comes out big time proclaiming that it is time for us to take care of our Earth.... otherwise we may end up similar to a well-known film about a robot on a planet collecting trash... did I hear the bell of wisdom sound off now? Really cool and top notch way of getting through with those commercial videos with real humans and actors in them... genius! Thorughout the movie there is a lot of moralic dilemmas taking place that is giving the viewer time to reflect. Nice touch! Also nice to see all the retrospective things like VHS, cassette tapes and....the game of Pong! Long time no see!A fantastic animated movie showing the aftermath of a probability where humanity has forced forward and maybe too far in getting robots doing every little daily issue and tasks. Where humans is living in a spacecraft for 700 years and lost all aspects that makes us humans; awareness, love, analyzing ability and so on.Over to the movie as a product: - The production : Wonderful animations. Academy Award Winner! Further questions anyone? - The actors : Oh... Wall-E is fantastic in showing its feelings for Eve....a. - The story : A creation made by masterminds. Is the future this cold? - Entertainment : Very amusing. So exiting to see Wall-E and Eve dance in space. - Age : 78,4 out of 10. (The final rate is based most on my own entertainment of the movie. Short elucidation of the rating: 9 Brilliant and admirable 8 Excellent movie and a solid production)","
            9/10
            "
"kylehodgdon","11 November 2009","Thinking back on all the Pixar movies I've seen I don't think there is one I enjoyed more than WALL-E. I think that it is a great triumph in this day in age to create an animated (not just) kids movie where the two main characters do not speak. A large majority of this film is more like a symphony that a modern film. The creators of WALL-E and EVE did a fantastic job of giving each character a face and a personality with what they had to work with. It really shows how actions speak louder than words. Sure WALL-E could say ""I love you"" to EVE, but instead he tries to show her his plant, the thing that he finds to be the most fascinating and beautiful in all the world. Another nifty thing about this film is that it really tries to send a message. Beyond the messages of ""love is good"" and ""be kind"" which most every Disney movie conveys, WALL-E also sends the message that you should not trash the planet and turn into fat slobs. And I commend the way that it pulls no punches in doing so. It comes right out, slaps you in the face and says ""stop being lazy and take care of your planet."" This movie is the best Pixar has to offer and one everyone should watch.","
            10/10
            "
"randomStuff101","11 April 2009","Childish, overstated, looks impressive. 6 out of 10 is still worth seeing. It's pretty good entertainment, but not brilliant or outstanding.Recurring themes are repeatedly forced, like how we're told that Wall-e has a crush on the other robot. OK, we get it. But just in case we missed it, here's another scene showing just how much Wall-e likes the robot. It gets tedious.Even the bigger eco-humanity message is clumsy, a saturating swipe across the story. No subtle interwoven story details here, this is bowling ball sized plot elements coming straight for us.In Wall-e, the plot holes are quite big. Enough said about plot holes.The bottom line is it looks polished. Cinematography is impressive. But there's too much of one robot calling out the name of the other robot, and in the end it struggles to stand next to the other Pixars on the same level.","
            9/10
            "
"Chris Knipp","1 July 2008","Earth is overrun with trash. Thus a little rusty robot has his lovely task: packing rubbish from humans, who've departed to space, into skyscraper cubes. WALL-E is a ""he."" We just know. WALL stands for ""Waste Allocation"" something-or-other (Waste Allocation Load Lifter Earth-Class), but of course it reads as ""Wally."" Wally looks a little like ET. Has some of the sprightliness of R2D2. Wally's in the survivor situation of Will Smith in I Am Legend, but has no vicious enemies, only a cockroach pal that follows him around. But Wally is lonely. Wally is a lonely guy.Animations anthropomorphize animals (as did ancient fables and the seventeenth-century poet La Fontaine), then moved on to broomsticks and other objects, and machines. Do machines have souls? Do androids dream of electric sheep? Will artificial intelligence rule? Will we have to rip out Hal's brain? These are perennial sci-fi dilemmas.WALL-E is a robot love story. It's also a chilling if hopeful picture of humans exiled from a ruined planet and turned into consumer blobs wallowing in a space mall called ""Axiom."" This movie oscillates neatly between austere minimalism and cornball sweetness, with many Star Wars battles smashed together in between. It satisfies children and adults, but only by not quite fully satisfying either. That is still an accomplishment, the classic Shakespearean one of appealing to all levels of the audience.Two ways WALL-E is wondrous are in the dusty, weathered look of its Pixar earth landscapes which Wally himself partakes of; and the endless mechanical business, the tricks and gestures of creatures and objects in constant, precise, often witty motion. But the loud sweeping music spoils the initial loneliness. How lonely can you be with a full orchestra at your back? And there is a limit to how much you can care about a machine. Or should be. Still, this movie for all its emphasis on tricks and images scores some surprisingly cool and resonant ideas along the way.WALL-E is a triumph of the work ethic, the little guy who matters. He's also symbolic of the utilitarian, no nonsense life. When all else fails, when there's nothing but junk, he's there, sorting it. He throws away a diamond ring, but keeps the box: it looks useful. The movie also celebrates the baraka, the blessedness, of much-used humble objects that through human contact grow soulful and real. In his junk lair, where he sleeps (dreaming of electric sheep?), he plays a little piece of an old musical on a videotape, people dancing and happy, a couple singing of love. This is the kernel of humanity that's saved.But WALL-E's a lonely guy, and when EVA comes, he's smitten. EVA is sent from ""Axiom"" to see if photosynthesis has returned. She--we know it's a she--is everything WALL-E isn't. He's rusty and clunky and articulated. She's round and smooth and white and her parts float in the air. He is indestructible, or nearly so, but she is higher tech, and emits sudden, alarming explosions, powerful and alien--yet somehow feminine. These are lessons in sexual differentiation for kiddies.For adults are the bloated helpless future humans we see when EVA is returned to space and WALL-E sneaks aboard and follows her. The finale is simple and schematic--it's a letdown, despite the fun, comic reference to 2001, and the way Aliens is evoked by using Sigourney Weaver's voice for the malevolent controlling computer of ""Axiom."" Are we the prisoners of our own device? Even when it disappoints, WALL-E is thought-provoking. The little robots are real charmers, and there have been many ingenious delights along the way.","
            10/10
            "
"imagiking","14 March 2010","The ninth film from animation kingpins Pixar, Wall-E comes with a considerable reputation. Boasting awards aplenty and an almost entirely positive critical reception, it adds much to the already significant commendations received by the studio.The film, a future parable, focuses on the eponymous robot and his single handed efforts to clean the world up after humanity has abandoned it, and their rubbish. We soon learn that mankind is orbiting in space, floating about in dozens of gigantic ships, awaiting the time when they may return to an again healthy world. We see the arrival of Eve, a scanner robot sent to Earth to detect signs of life. Wall-E, alone in the world with nothing but a cockroach and an old copy of ""Hello Dolly!"", sees in her a chance to know something other than loneliness.Wall-E provides an emotional depth rarely achieved by live action films. The animation of the main character is astounding, the realisation of this originally perfunctory machine as a fully rounded personality a stunning achievement. Through the simplest of motions, we are from the start able to connect with the robot and understand the poignant loneliness of 700 years. It is difficult to believe just how involving, engrossing and spellbinding the character is, and all that without any form of dialogue. Amazing. Once the plot gets kicking, we are treated to humour aplenty, a perfectly entertaining story, and an appropriate underlying message. The laughs come in equal measure as the tears; Wall-E's clumsiness as effectively brilliant as his hopeless romanticism. The running motif of his desire to hold Eve's hand is wonderfully moving, as beautiful in its implementation as the emotional scope of his eyes.Incredible animation, an emotional depth unparalleled by its rivals, a perfectly fine plot, and an important message. Wall-E is a great, great film.","
            10/10
            "
"agmoldham","18 July 2008","Pixar broke the mould with Toy Story by creating animated movies that are equally as enjoyable for adults as children. They have a craft for making their films enjoyable on both levels. I can only vouch for WALL-E from and adult perspective, but judging by the kids at the cinema they also thoroughly enjoyed the movie.WALL-E is somewhat different from many of the other Pixar movies in that it is much larger in scale. Whereas most of the other movies have been very much individual 'character' based movies this has bigger themes. It concerns a world which mankind have left due to pollution. WALL-E is seemingly the only robot that is left which is busily cleaning up the mess we've left behind. The humans have become grossly lazy on their spacecraft and send down robots to check on the state of the earth to see whether it is inhabitable again. They have been away for 700 years and are waiting for the environment to recover. Some of the images are quite thought provoking and portray a rather bleak version of the future.The main thread of the movie concerns the romance between WALL-E and EVE who has been sent to look whether plant life has returned to earth. As with most of the Pixar movies it's totally engrossing and you really care about the characters by the end of the movie. A very enjoyable movie and as usual with the Pixar movies the short beforehand (Presto) is superb as well. There's nothing to see during the end credits though this time although the end credits are very well done.","
            10/10
            "
"thinker1691","30 December 2008","For several decades, some of the most brilliant scientists have been warning Earth governments, officials and their populations of the dangers of Global Warming and the consequences of not doing anything to stop it. Yet, Year after year and decade after decade, with a gigantic preponderance of accumulating evidence, our planet Earth is in danger of environmental disaster, yet few officials in any country are doing anything to stop it. They are like President W. Bush, who refuses to acknowledge our guilt, pretending it isn't our responsibility and burying their heads in the sand, hoping it will go away. This movie called "" Wall-E "" (Ben Burtt) is but one dark future ahead of us, if we do nothing. Planet Earth, 700 years into the future, has one remaining robot called Wall-E who is still carrying out it's primary function. It's job is to collect Earth's rubbish and make squares out of it and stack it into sky high column's, creating a replica of Earth distant past. Busy carrying out it's duty, Wall-E is interrupted, by a Earth probe, designed to learn if there is any plant life left on the Earth. The new probe is called Eve (Elissa Knight) and has our hero robot falling for her. The two machines are drawn together in a human-like drama which becomes a heart felt tribute to story-tellers everywhere. Both bring together the human race floating in a deep space vehicle commanded by Captain Jeff Garlin. Realizing the human cargo needs to return to their home planet, before they all sink into total atrophy, the Captain decides to head for home. Their only problem is the ship's computer called MacInTalk or AUTO who has orders to stop them. The story is compelling in many ways and is destined to become a classic. ****","
            9/10
            "
"moviewizguy","28 June 2008","The year is 2700. WALL-E, a robot, spends every day doing what he was made for. But soon, he will discover what he was meant for.I have just finished seeing this film on the big screen and there's no exception here, Pixar has made another brilliant film! No, Wall-E is nothing short of what movies should be. What can I say about this film? What makes it so great? To start it off, there is barely any dialog in here. The first 30 minutes into the film has no dialog at all, yet the film manages to pull it off.The look of the film is very grand and visually extensive, no doubt. The animation is pitch perfect, like the rest of Pixar's previous films and this movie actually pulls off a great plot! And you know what I'm worried about? People will complain the movie is ""too preachy,"" while one critic already said it's ""An Inconvenient Truth"" for the kids. If you're one of those people, please don't be such a wimp and fuss about because there's a good moral message in here, along with an irresistible romance between the two protagonists, Wall-E and Eve.While it's really hard to decide which is the ""best Pixar film,"" Wall-E could be nominated. It's one of the more satisfying films I've seen in theater that was worth the money. I also found the movie touching and heart warming, as well as hilarious in some great comedic scenes. I also found the film awfully similar to ""2001: A Space Odyssey,"" even though I have never seen it in my entire life. I guess that's a homage.As I ramble on with the movie I've just seen, let me finish this off by saying that this movie is worth your time and money. I find it the best film of this year, so far and I think it'll be hard to beat in the Oscars. The film is better for the adults than for the kids, if that's possible, but everyone at all ages should like it, unless they are cold-hearted.","
            8/10
            "
"AJ4F","13 February 2009","This is the most entertaining (and also prophetic) computer animation I've seen. It's humbly delivered and makes strong points without forcing them on you. I doubt we'd let the Earth look that bad, though a large satellite collision (2/10/08) makes you wonder about space.There's no need to fast-forward in time to laugh at the portrayal of humans here. The visual clarity of this movie is the best I've seen yet. The details packed into it merit several watchings and still-frames.Getting on to my review title, I have a hard time understanding how some people could give this under 5 stars, let alone 1. Were they in a rotten mood the day they saw it? There's no accounting for taste, but actively disliking such an interesting movie is weird to me. You've got to be a miserable sort to not be entertained by something this clever and polished.","
            9/10
            "
"ackstasis","21 September 2008","The first forty minutes of Pixar's 'WALLE (2008)' comprise the most fascinating and skillfully-executed science-fiction story since well, it's been a long time. Alone on a near-lifeless Earth centuries after the evacuation of the human race, a lone garbage robot, the last of his kind, obediently continues to carry out his duties, compacting rubbish into solid cubes and piling them into lofty buildings. The sky is brown and dusty, smothered by the detritus of Mankind's wastefulness, and the garbage cities are often bombarded by stinging dirt storms that ravage the filthy landscape. But, thanks to WALLE (an acronym for ""Waste Allocation Load Lifter  Earth-class""), there is still life to be found on our planet's barren remains. As he goes about his day, our delightful little hero picks up any odd item that happens to catch his eye  a Rubik's cube, a plastic ""spork"", a light bulb, and, dearest to his heart, a battered VHS tape of Gene Kelly's 'Hello, Dolly! (1969),' which inspires the romantic in him.One day, WALLE befriends a lonesome and resilient cockroach, and the pair carry on with their job each day, even discovering a single, tiny plant growing in sterile soil. Then, one day, love comes erupting into this little robot's life. A slick, white (and female!) robotic probe named EVE (""Extraterrestrial Vegetation Evaluator"") arrives on the planet in search of photosynthesising organisms, blasting any perceived threats with her trigger-happy plasma cannon. Needless to say, WALLE, however rusty his exterior, falls immediately in love with this beautiful feminine visitor, and what ensues is a genuinely-touching love story that serves as a charming amalgamation of Chaplin's 'City Lights (1931)' and Trumbull's 'Silent Running (1972).' Best of all, and very daringly for a children's film, this entire opening act unfolds with minimal dialogue, the two robots restricted to shrill buzzes and brief electronically-articulated utterances. Thus, their communication is almost exclusively through body language, and more meaning and emotion is recognised behind WALLE's deep, sincere eyes than is to be discerned from most real-life actors.Had Pixar sustained this level of brilliance for the remainder of the picture, I would have had little reservations in declaring 'WALLE' a masterpiece. However, for its final acts, the film descends slightly from the stratosphere of excellence, and eventually begins to acknowledge its human participants. After WALLE hitches a ride on a departing spaceship, he ends up at a distant space station named ""Axiom,"" where the surviving human civilisation, now hopelessly obese beyond belief, idles away their lives before computer screens, allowing machines to cater for their every need. This commentary on our increasing over-reliance on technology (and technology's inevitable revolt) has been done to death in science-fiction, comprising everything from '2001: A Space Odyssey (1968)' to 'Alien (1979)' to 'I, Robot (2004).' In contrast to the deep, earthy colours of the earlier segment, here the colour palette is bright, vivid and almost migraine-inducing, the visual equivalent to being injected with an overdose with caffeine. These sequences work to a degree, but the human characters are ill-defined, and so all we really care about is WALLE.This being Pixar, of course, the film contains countless minute details that will thrill parents who are observant enough to catch them. There's the mutinous HAL-like ship computer, that nostalgic Mac start-up chime whenever WALLE recharges, the adorable cleaning robot who feverishly scoots around the ship chasing foreign contaminants, the obligatory inclusion of both ""Also Sprach Zarathustra"" and ""The Blue Danube""; I was also amused to notice a brief snippet of D.W. Griffith's 'A Corner in Wheat (1909)' when the ship captain (Jeff Garlin) requests a definition for ""earth"" {this, I suppose, is how you distinguish the true film buffs from the fakers!}. Younger audiences will probably find the film's second half  with its zany colours, funny characters and chase sequences  to be more appetising, but perhaps the more mature among us will lament the passing of that lovely, wholesome innocence in WALLE and EVE's silent courtship, a style of art practically lost in time since the Little Tramp told his girl, ""Buck up - never say die. We'll get along.""","
            8/10
            "
"sadovif","16 August 2021","I can watch this over and over again. It's just the most adorable film I've ever seen.Even without substantial dialogue, you can really sense the emotions throughout these two robotic creatures. It really gives a great sense of the spirit of humanity transferred into these beings.Overall story line, animation, and even the themes are well thought out. I was thoroughly entertained throughout this piece.","
            10/10
            "
"japamo","12 August 2010","I do regret missing seeing ""WALL-E"" on the big screen, so I had to console myself by watching this ""mechanical"", post-utopic, sci-fi romance melodrama on Encore at home. My attitude towards the overall product is somewhat ambivalent. Overall, I am generally glad that I saw it, but I am leery of comments declaring it a complete masterpiece. Make no mistake; WALL-E solidifies Pixar's impressive track record of entertaining movies with something substantial to say, but I felt that in the last analysis it gives its unassuming protagonist a little bit of short shrift.WALL-E (hereafter WALL-ET because of his obvious homage to ET and his beneficial effect upon Pixar's revenues, hee-hee) is a bit of a Frankenstein. In addition to ET, he is also an amalgamated mash-up of R2-D2, Johnny 5 from the ""Short Circuit"" films, the gardening droids from ""Silent Running"", and even the hobbit Bilbo Baggins. This sentient trash disposal unit lives a near solitary existence on a trash-besotted Earth in the 29th century. Ironically, although it looks like a sepia-toned nuclear wasteland, Earth just choked up on its own refuse. Humans have abandoned the planet and plan to return when Earth is once again habitable. WALL-ET's eternal job is to clean the rubbish one cube at a time. He has done this so long he has constructed cubed junk towers and pyramids. During his eons-long existence he has accrued enough sentience to collect discarded items like a packrat, watch a time-worn ""Hello Dolly"" videocassette (what, no DVD?)and to befriend the only living thing left, a surprisingly appealing cockroach (although given their legendary durability, WALL-ET should have had thousands of cockroach friends).The first, rough third of the movie silently records WALL-ET's bleak daily grind. The second third of the movie depicts WALL-ET's encounter with a ""feminine"" robotic scout from a reconnaissance ship. Named EVE, her job is to scan Earth for any signs of vegetative life. At first, WALL-ET and EVE's encounters and courtship is tentative and perilous, as EVE basically regards WALL-ET as a hostile enemy good only for shooting and WALL-ET timorously tries to make friends with her. EVE eventually warms up to WALL-ET when he shows her a plant he has transferred to an old shoe (for me, this was a poignant moment that asserted that life will always find a way no matter what). She appropriates the plant to take back to the mothership, the Axiom, for analysis. Upon analysis, the Axiom will determine that it is time to return home with its cargo of dispossessed human passengers.So, for the first two-thirds of the movie I was quietly charmed by stark, photorealistic scenery and themes of loneliness, abandonment, contact, human profligacy, and corporate greed (Buy & Large being the corporate villain - clever name! By and Large, buy and enlarge, get it?) Pixar is our ""American anime"" with its meticulous rendition of mechanical and non-organic characters. However, in the third and final act, when WALL-ET follows his new friend EVE to the Axiom, that same ""American anime"" showcases the same weakness as its Japanese counterpart - goofy-looking, grotesque humanoids.The Axiom resembles an ultra-modern space cruise ship that caters to everyone's need. However, the passengers have been at space so long (700 years) that they have regressed into flabby beanbags with appendages. They need hoverchairs to get around. WALL-ET encounters both mechanical and human obstacles on his way to meet EVE again, and the overall chase is fun. Yet, the problem I found with the movie at this point is that although nominally the hero, WALL-ET, for all his appeal and pluck, is eclipsed by EVE and the Axiom's captain, just as Bilbo Baggins was eclipsed by more colorful characters in ""The Hobbit"". The captain's struggles against his ship's computer AUTO, and his own physical inertia take precedence. Even when our little reluctant hero sacrifices himself to save the Axiom a la ET, he is still eclipsed. Of course, EVE saves him with the spare parts WALL-ET has amassed on Earth, and the captain manages to bring the passengers back to Earth for recolonization. Uplifting as this ending is, it seemed too pat and abrupt for me.Nevertheless, ""WALL-ET"" is much more than a sensationalistic thrill ride and the adventures of the obligatory cute robot seeking companionship. It is also an ultimately somber and disconcerting testimony to conspicuous excess and wretched consumption, which it took a dedicated trash compactor to point out.","
            10/10
            "
"pschwebe","28 June 2008","First of all, let me say that my 8 year old loved this film. My 10 year old liked it well enough, but she's over it already and looking forward to ""Get Smart"". Me? A mixed bag. I know when I go to see a Pixar film that they will have given it the best they've got. Their animation is peerless, they really work the story. So why, when I'm walking out of the theater, do I feel, well, just sort of ""ungh""?I hate to think I'm getting blasé about the spectacular visuals. I mean, these people worked really hard on the look of this film, and it shows. Oscars all around. And, yeah, point taken: Waste, garbage, meaningless consumption, machines more human than the fat, over- indulged human beings. And, additional point taken, we, the humans, are really okay, once we wake up. Is there anything that's not cliché in here? Ungh. And the human characters. Well, they're just ""Okee Dokey"" machines. Live a life of luxury out in space? ""Okee Dokey"". Return to Earth? ""Okee Dokey"" Face the Herculean task of repopulating Earth which is still a stinking garbage dump, with bodies totally unsuitable for the task and no knowledge whatsoever? ""Okee Dokey"". It doesn't ring true. Didn't anybody want to stay out in space in the lap of luxury?Ungh.Now, Pixar features have been known to grow on me, and that might be the case with WallE. If that happens, I won't eat my hat. But I will edit this review.Update: It's the day after the Oscars. I have to admit. I still don't get it. After having seen it again on DVD, the movie has actually gone down in my estimation. The one thing it has over all other CG movies of it's year is the best rendering. These guys make visual art. BUT, the story was even worse on 2nd viewing. It just doesn't hold together well. EVE is looking for life, but blasts anything that moves. EVE is looking for life, but the cockroach doesn't set off her alarm. They make a point of showing the artificial gravity turning on when the ship carrying EVE returns to the AXIOM, so how come when OTTO tilts the ship everyone slides to one side? If OTTO got these orders not to return to Earth, why send working EVE probes out? Wall-E is so broken at the end that after EVE repairs him, he's just a standard issue Wall- E...but only for a while. Then, uh, I guess, some magic happens. Never mind how. It just does.","
            10/10
            "
"Mnemosyne15","21 March 2020","Even a tattered guy from the countryside who doesn't understand anything can make the most of romance. WALLE is so cute, he carefully collects those tattered, treat them like treasures, and take them out after work every day. When EVA came, WALLE's heart was opened in this way. He experienced such a long wait, and longed for a pair of hands to hold him, so that he would no longer be alone. In order to save EVA, WALLE used almost every effort, at all costs. Like us humans, we still yearn for love until the end of the world.","
            7/10
            "
"CagedinSanity","14 December 2008","(Warning, the spoilers are seamless within the review so it's best not to read if it spoils for you).I think this is my first 10. If I ever write a review for Stranger Than Fiction, it would get a 10 as well.This is saying a lot because I'm a pretty cynical person, and critique things to death even when I like them.That said, those people at Pixar are not movie-makers, they're artists.This movie opens up with a complete 30 minutes of what a critic might describe as boring. It's slow, but it's so imaginative and it sets the basis for Wall-E's character almost perfectly. Not only that, it makes you really think. It explains what's going on WITHOUT dialog, to a certain extent. Such as the play-over advertisements kind of add to the silence, but they could have gotten away with it, like they did with the Billboards and the Wall-E units.It also shows an older movie clip that I'm too young to identify, and shows that Wall-E is more human than some humans, even. His infatuation is further evolved when Eve gets dropped on the planet, who shows a bit of human nature (her)self while she takes a freedom joyride when she's out of visuals with the ship that dropped her off. Almost immediately you can tell the emotions of these robots. You can tell Wall-E is enthralled, and you can tell Eve is a bit mournful of her position as a directive-driven peon. It's brilliant. It's seamless.I read one review before I watched the movie that the movie falters a little once they actually added the humans and the actual dialog. Let me tell you, it really doesn't. It simply adds more characters of a non-robotic nature and they develop them as well! It's been a bit long so I cannot recall the names of the man and woman that the movie emphasizes on but it evolves the storyline when you discover that these humans don't even know what they're doing anymore. They didn't know they had a pool, they were barely alive and became more robotic than the actual robots.It's an amazing contract to what we know as humans and robots today.And the romance was done beautifully. You would think that love between robots is an odd concept, but it's actually evolved more than the standard ""Love at first sight, few hours later, it's mutual."" No, the romance takes the entire movie for it to actually manifest and you find yourself thinking ""Does Eve like him back!?"" And I was really hit in my heart and mind near the end when Wall-E lost his memory and Eve tried coaxing him back. (If I had any complaints, it's the way his memory returned. If a memory unit is replaced, it really -is- replaced. But this is a child's movie and the rest of it was phenomenal so I couldn't slam it for that).I could go on how the movie perfectly blends dreary emotions with happy ones but I might be going over my word limit here. There's just so much I could comment on.This is without a doubt on my top movies list, a must own, and must watch. And that list isn't that big. Definitely an honor, no-- it was an honor to have seen this film.Thank you.","
            9/10
            "
"Manal1987","6 June 2009","Heading straight to may all-time favorite anime movies! Pixar really knows how to make a ""film""!! The people working there proved that it's not about the complicated story or the witty script or the-state-of-the-art graphics, for Wall-E has none of these. Despite that, the movie has it all... the beauty and simplicity of ideas, the humanity of characters, and the pure and genuine emotions. Although the character of Wall-E almost says nothing throughout the movie, it will certainly put you in tears of laughter and pity. Wall-E is a beautiful experience about how communication and love transcend the tangible and embrace the subtle.","
            10/10
            "
"Sotalo","29 June 2008","Wall E is set far in the future... 800 years into the future. By that time, Earth would have been so full of mess that life could not be sustained on it. So, all the Earth's citizens left Earth on a spaceship cruise and left behind thousands of robots known as Waste Allocation Load Lifter Earth-class. The robots are supposed to clean up the Earth, and once evidence of life is found everyone can return. But the program was forgotten, and there's only one sole remaining Wall-E.I've seen all of Pixar's work, and I can say very confidently that the first half hour of Wall-E is full of the darkest and deepest scenes Pixar has ever created. The story opens in a ghost city, revealing the life of Wall-E. His ultimate job is to... compress garbage. However, while rummaging through the garbage, Wall-E adds certain items he finds while rummaging through the garbage to his personal collection. Wall-E breaths life and personality and remains a lovable character while still being a robot. Throughout the story, Wall-E encounters Eve, a robot sent to search for life on Earth, and he falls in love (any further about the plot, and I'd be spoiling the film). But Wall-E has the personality, while Eve is... a robot. She's cold, cruel, and insensitive.What makes Wall-E untraditional to most cinematic masterpieces is its lack of dialog. The robots feelings are shown through a compilation of sound effects, body language, and expressions. Wall-E's emotions can always be detected by his binocular-eyes alone. The story is still told without much dialog between the main characters, and told rather effectively. Hey, I understood it much easier than Ocean's Thirteen, so the lack of dialog can't be that bad.Wall-E is among one of the few Disney-related Science Fiction movies, and the only one with an (mostly) ecologic theme. The ecologic theme is secondary to the love one, so it's not overwhelming (especially for children). The depiction of life in the far future is however depicted to be incredibly twisted, so some kids could get hung up on ""drinking"" lunch instead of enjoying the film. In a world controlled by computers, the human effort stands above all, and if kids end up watching this movie, they would realize it as well.All in all, Wall-E isn't an adventure anyone should miss. The movie isn't restricted to kids or to adults, which is a key label associated with Pixar. The movie is without error, and Pixar once again stole the big screen. I want this movie on DVD as soon as possible.","
            10/10
            "
